Cluster,RelativePace,PaceStdDev,FastestLapDelta,FullThrottleRatio,BrakeUsageRatio,GearChangeRate,AvgBrakeDistance,AvgEntrySpeed,AvgExitSpeed,AvgSpeedReduction,DegradationRate,PaceDropoff
0,1.0058769755076222,3.5125953634784373,1.7975567028524175,0.4567910283740712,0.217553289911127,0.06572217907926707,75.90853878125996,218.85350631601204,128.794222954618,90.05928336139408,-0.43798948839427626,-7.8615356273245744
1,1.0060933985469651,3.2282693590442104,1.497250000000001,0.3453776402406972,0.2032658305067219,0.0510630320213614,77.50465222294831,204.2750622329821,112.49088945154848,91.7841727814336,-0.1688527996475435,-3.940074074074076
2,0.9904232270715532,3.2743366184057288,0.6874800724637675,0.4704632125859039,0.20121635112659925,0.06410354039192259,76.03015117091812,224.966065502135,130.0256787855854,94.94038671654961,-0.5822459281830394,-10.05231236112051
3,1.0026047778105014,3.659782667980482,1.5683525968797698,0.4521812672720491,0.2205685802415952,0.06124675052036258,80.09415205309116,223.79747021112547,128.38773757607805,95.40973263504742,-0.5159206355968672,-9.279457976375904
