Race,Driver,Stint,Compound,Laps,AvgLapTime,FastestLap
belgian,NOR,1.0,INTERMEDIATE,10,0 days 00:02:07.405100,0 days 00:01:59.136000
belgian,NOR,2.0,HARD,31,0 days 00:01:47.204483870,0 days 00:01:45.257000
belgian,OCO,1.0,INTERMEDIATE,10,0 days 00:02:12.112400,0 days 00:02:01.578000
belgian,OCO,2.0,MEDIUM,31,0 days 00:01:48.717967741,0 days 00:01:46.744000
belgian,PIA,1.0,INTERMEDIATE,9,0 days 00:02:08.360222222,0 days 00:01:59.092000
belgian,PIA,2.0,MEDIUM,32,0 days 00:01:47.478812500,0 days 00:01:45.706000
belgian,RUS,1.0,INTERMEDIATE,9,0 days 00:02:10.686444444,0 days 00:01:59.891000
belgian,RUS,2.0,MEDIUM,32,0 days 00:01:48.105656250,0 days 00:01:46.566000
belgian,SAI,1.0,INTERMEDIATE,9,0 days 00:02:14.186666666,0 days 00:02:02.267000
belgian,SAI,2.0,MEDIUM,14,0 days 00:01:51.184857142,0 days 00:01:48.431000
belgian,SAI,3.0,HARD,18,0 days 00:01:47.727944444,0 days 00:01:46.073000
belgian,STR,1.0,INTERMEDIATE,9,0 days 00:02:14.317888888,0 days 00:02:03.162000
belgian,STR,2.0,MEDIUM,32,0 days 00:01:48.768843750,0 days 00:01:47.212000
belgian,TSU,1.0,INTERMEDIATE,10,0 days 00:02:10.561600,0 days 00:02:00.831000
belgian,TSU,2.0,MEDIUM,31,0 days 00:01:48.769161290,0 days 00:01:47.241000
belgian,VER,1.0,INTERMEDIATE,9,0 days 00:02:09.946222222,0 days 00:02:00.190000
belgian,VER,2.0,MEDIUM,32,0 days 00:01:47.823531250,0 days 00:01:46.096000
british,ALB,1.0,INTERMEDIATE,12,0 days 00:01:57.359250,0 days 00:01:45.774000
british,ALB,2.0,INTERMEDIATE,25,0 days 00:01:49.299920,0 days 00:01:39.220000
british,ALB,3.0,MEDIUM,10,0 days 00:01:34.918500,0 days 00:01:30.047000
british,ALO,1.0,INTERMEDIATE,11,0 days 00:01:57.428090909,0 days 00:01:45.678000
british,ALO,2.0,INTERMEDIATE,21,0 days 00:01:50.801714285,0 days 00:01:40.138000
british,ALO,3.0,MEDIUM,15,0 days 00:01:38.012800,0 days 00:01:30.353000
british,ANT,1.0,INTERMEDIATE,2,0 days 00:02:02.421000,0 days 00:01:51.613000
british,ANT,2.0,HARD,6,0 days 00:01:55.508333333,0 days 00:01:39.336000
british,ANT,3.0,INTERMEDIATE,7,0 days 00:02:04.493714285,0 days 00:01:47.009000
british,ANT,4.0,INTERMEDIATE,2,0 days 00:01:56.100500,0 days 00:01:55.501000
british,BEA,1.0,HARD,10,0 days 00:02:00.124800,0 days 00:01:42.431000
british,BEA,2.0,INTERMEDIATE,26,0 days 00:01:49.476038461,0 days 00:01:39.875000
british,BEA,3.0,MEDIUM,11,0 days 00:01:36.110636363,0 days 00:01:30.921000
british,BOR,1.0,MEDIUM,3,0 days 00:02:16.367666666,0 days 00:02:15.202000
british,GAS,1.0,INTERMEDIATE,11,0 days 00:01:57.334000,0 days 00:01:45.466000
british,GAS,2.0,INTERMEDIATE,25,0 days 00:01:49.305680,0 days 00:01:41.825000
british,GAS,3.0,MEDIUM,11,0 days 00:01:35.930272727,0 days 00:01:30.751000
british,HAD,1.0,MEDIUM,10,0 days 00:01:59.892400,0 days 00:01:41.705000
british,HAD,2.0,INTERMEDIATE,5,0 days 00:02:06.310000,0 days 00:01:48.339000
british,HAM,1.0,INTERMEDIATE,11,0 days 00:01:57.221909090,0 days 00:01:46.102000
british,HAM,2.0,INTERMEDIATE,25,0 days 00:01:48.647080,0 days 00:01:39.553000
british,HAM,3.0,SOFT,11,0 days 00:01:35.804636363,0 days 00:01:30.016000
british,HUL,1.0,INTERMEDIATE,9,0 days 00:01:59.704111111,0 days 00:01:45.879000
british,HUL,2.0,INTERMEDIATE,27,0 days 00:01:46.431740740,0 days 00:01:38.912000
british,HUL,3.0,MEDIUM,10,0 days 00:01:35.119200,0 days 00:01:30.933000
british,LEC,1.0,MEDIUM,10,0 days 00:01:59.338300,0 days 00:01:40.092000
british,LEC,2.0,INTERMEDIATE,27,0 days 00:01:49.154074074,0 days 00:01:39.616000
british,LEC,3.0,SOFT,10,0 days 00:01:37.350700,0 days 00:01:30.819000
british,NOR,1.0,INTERMEDIATE,11,0 days 00:01:56.289181818,0 days 00:01:44.869000
british,NOR,2.0,INTERMEDIATE,27,0 days 00:01:44.647185185,0 days 00:01:38.778000
british,NOR,3.0,MEDIUM,8,0 days 00:01:33.826125,0 days 00:01:29.734000
british,OCO,1.0,INTERMEDIATE,16,0 days 00:02:01.457875,0 days 00:01:46.266000
british,OCO,2.0,INTERMEDIATE,21,0 days 00:01:44.166952380,0 days 00:01:39.944000
british,OCO,3.0,MEDIUM,10,0 days 00:01:35.977600,0 days 00:01:30.818000
british,PIA,1.0,INTERMEDIATE,11,0 days 00:01:55.595454545,0 days 00:01:44.171000
british,PIA,2.0,INTERMEDIATE,26,0 days 00:01:44.422000,0 days 00:01:37.478000
british,PIA,3.0,MEDIUM,9,0 days 00:01:35.464111111,0 days 00:01:29.337000
british,RUS,1.0,HARD,10,0 days 00:01:58.714500,0 days 00:01:41.287000
british,RUS,2.0,INTERMEDIATE,23,0 days 00:01:50.065304347,0 days 00:01:41.178000
british,RUS,3.0,HARD,14,0 days 00:01:38.101785714,0 days 00:01:30.869000
british,SAI,1.0,INTERMEDIATE,11,0 days 00:01:57.570727272,0 days 00:01:46.016000
british,SAI,2.0,INTERMEDIATE,25,0 days 00:01:49.857040,0 days 00:01:40.264000
british,SAI,3.0,MEDIUM,11,0 days 00:01:36.637636363,0 days 00:01:30.645000
british,STR,1.0,INTERMEDIATE,6,0 days 00:02:03.369666666,0 days 00:01:46.197000
british,STR,2.0,SOFT,4,0 days 00:01:50.199000,0 days 00:01:40.708000
british,STR,3.0,INTERMEDIATE,25,0 days 00:01:47.211240,0 days 00:01:40.951000
british,STR,4.0,SOFT,11,0 days 00:01:36.542909090,0 days 00:01:32.088000
british,TSU,1.0,INTERMEDIATE,11,0 days 00:01:58.243818181,0 days 00:01:46.058000
british,TSU,2.0,INTERMEDIATE,25,0 days 00:01:50.750840,0 days 00:01:43.258000
british,TSU,3.0,MEDIUM,10,0 days 00:01:39.315800,0 days 00:01:30.873000
british,VER,1.0,INTERMEDIATE,11,0 days 00:01:56.416090909,0 days 00:01:44.809000
british,VER,2.0,INTERMEDIATE,24,0 days 00:01:46.994041666,0 days 00:01:39.465000
british,VER,3.0,MEDIUM,11,0 days 00:01:35.868272727,0 days 00:01:30.179000
canadian,ALB,1.0,MEDIUM,23,0 days 00:01:19.456869565,0 days 00:01:17.275000
canadian,ALB,2.0,HARD,23,0 days 00:01:17.198782608,0 days 00:01:16.197000
canadian,ALO,1.0,MEDIUM,15,0 days 00:01:19.137200,0 days 00:01:16.369000
canadian,ALO,2.0,HARD,35,0 days 00:01:17.316857142,0 days 00:01:15.931000
canadian,ALO,3.0,HARD,16,0 days 00:01:17.110250,0 days 00:01:15.024000
canadian,ALO,4.0,HARD,1,0 days 00:01:53.748000,0 days 00:01:53.748000
canadian,ALO,5.0,HARD,1,0 days 00:01:39.322000,0 days 00:01:39.322000
canadian,ALO,6.0,HARD,1,0 days 00:01:36.570000,0 days 00:01:36.570000
canadian,ALO,7.0,HARD,1,0 days 00:01:27.108000,0 days 00:01:27.108000
canadian,ANT,1.0,MEDIUM,14,0 days 00:01:18.240857142,0 days 00:01:16.159000
canadian,ANT,2.0,HARD,24,0 days 00:01:16.592208333,0 days 00:01:15.362000
canadian,ANT,3.0,HARD,29,0 days 00:01:16.094379310,0 days 00:01:14.455000
canadian,ANT,4.0,HARD,1,0 days 00:02:03.303000,0 days 00:02:03.303000
canadian,ANT,5.0,HARD,1,0 days 00:02:03.706000,0 days 00:02:03.706000
canadian,ANT,6.0,HARD,1,0 days 00:02:06.371000,0 days 00:02:06.371000
canadian,BEA,1.0,MEDIUM,18,0 days 00:01:19.646444444,0 days 00:01:17.297000
canadian,BEA,2.0,HARD,48,0 days 00:01:17.846812500,0 days 00:01:15.397000
canadian,BEA,3.0,SOFT,1,0 days 00:01:56.832000,0 days 00:01:56.832000
canadian,BEA,4.0,SOFT,1,0 days 00:01:47.065000,0 days 00:01:47.065000
canadian,BEA,5.0,SOFT,1,0 days 00:02:02.225000,0 days 00:02:02.225000
canadian,BOR,1.0,HARD,49,0 days 00:01:18.385204081,0 days 00:01:16.911000
canadian,BOR,2.0,MEDIUM,17,0 days 00:01:18.541823529,0 days 00:01:15.414000
canadian,BOR,3.0,MEDIUM,1,0 days 00:01:57.562000,0 days 00:01:57.562000
canadian,BOR,4.0,MEDIUM,1,0 days 00:01:46.030000,0 days 00:01:46.030000
canadian,BOR,5.0,MEDIUM,1,0 days 00:02:00.889000,0 days 00:02:00.889000
canadian,COL,1.0,MEDIUM,14,0 days 00:01:19.704928571,0 days 00:01:17.262000
canadian,COL,2.0,HARD,52,0 days 00:01:18.063384615,0 days 00:01:16.076000
canadian,COL,3.0,HARD,1,0 days 00:01:56.920000,0 days 00:01:56.920000
canadian,COL,4.0,HARD,1,0 days 00:01:45.834000,0 days 00:01:45.834000
canadian,COL,5.0,HARD,1,0 days 00:02:01.787000,0 days 00:02:01.787000
canadian,GAS,1.0,HARD,53,0 days 00:01:18.344886792,0 days 00:01:16.409000
canadian,GAS,2.0,MEDIUM,13,0 days 00:01:19.018615384,0 days 00:01:14.993000
canadian,GAS,3.0,MEDIUM,1,0 days 00:01:55.427000,0 days 00:01:55.427000
canadian,GAS,4.0,MEDIUM,1,0 days 00:01:46.730000,0 days 00:01:46.730000
canadian,GAS,5.0,MEDIUM,1,0 days 00:01:58.960000,0 days 00:01:58.960000
canadian,HAD,1.0,MEDIUM,13,0 days 00:01:20.127076923,0 days 00:01:17.198000
canadian,HAD,2.0,HARD,53,0 days 00:01:18.190792452,0 days 00:01:16.292000
canadian,HAD,3.0,SOFT,1,0 days 00:01:55.651000,0 days 00:01:55.651000
canadian,HAD,4.0,SOFT,1,0 days 00:01:42.898000,0 days 00:01:42.898000
canadian,HAD,5.0,SOFT,1,0 days 00:01:57.112000,0 days 00:01:57.112000
canadian,HAM,1.0,MEDIUM,15,0 days 00:01:18.593266666,0 days 00:01:16.433000
canadian,HAM,2.0,HARD,30,0 days 00:01:17.019666666,0 days 00:01:15.748000
canadian,HAM,3.0,HARD,22,0 days 00:01:17.718772727,0 days 00:01:14.805000
canadian,HAM,4.0,HARD,1,0 days 00:01:50.618000,0 days 00:01:50.618000
canadian,HAM,5.0,HARD,1,0 days 00:01:37.731000,0 days 00:01:37.731000
canadian,HAM,6.0,HARD,1,0 days 00:01:55.750000,0 days 00:01:55.750000
canadian,HUL,1.0,MEDIUM,19,0 days 00:01:19.037105263,0 days 00:01:16.987000
canadian,HUL,2.0,HARD,47,0 days 00:01:17.220829787,0 days 00:01:15.372000
canadian,HUL,3.0,HARD,1,0 days 00:01:52.362000,0 days 00:01:52.362000
canadian,HUL,4.0,HARD,1,0 days 00:01:39.180000,0 days 00:01:39.180000
canadian,HUL,5.0,HARD,1,0 days 00:01:36.855000,0 days 00:01:36.855000
canadian,HUL,6.0,HARD,1,0 days 00:01:28.571000,0 days 00:01:28.571000
canadian,LAW,1.0,HARD,38,0 days 00:01:18.768368421,0 days 00:01:17.352000
canadian,LAW,2.0,MEDIUM,15,0 days 00:01:17.538266666,0 days 00:01:16.320000
canadian,LEC,1.0,HARD,28,0 days 00:01:17.591178571,0 days 00:01:16.019000
canadian,LEC,2.0,HARD,25,0 days 00:01:16.164640,0 days 00:01:14.971000
canadian,LEC,3.0,MEDIUM,14,0 days 00:01:17.909285714,0 days 00:01:14.261000
canadian,LEC,4.0,MEDIUM,1,0 days 00:01:54.938000,0 days 00:01:54.938000
canadian,LEC,5.0,MEDIUM,1,0 days 00:01:50.800000,0 days 00:01:50.800000
canadian,LEC,6.0,MEDIUM,1,0 days 00:02:02.993000,0 days 00:02:02.993000
canadian,NOR,1.0,HARD,29,0 days 00:01:17.449482758,0 days 00:01:16.141000
canadian,NOR,2.0,MEDIUM,18,0 days 00:01:16.276000,0 days 00:01:14.725000
canadian,NOR,3.0,HARD,19,0 days 00:01:14.656157894,0 days 00:01:14.229000
canadian,OCO,1.0,HARD,57,0 days 00:01:17.834280701,0 days 00:01:16.384000
canadian,OCO,2.0,MEDIUM,9,0 days 00:01:19.065777777,0 days 00:01:14.593000
canadian,OCO,3.0,MEDIUM,1,0 days 00:01:57.088000,0 days 00:01:57.088000
canadian,OCO,4.0,MEDIUM,1,0 days 00:02:03.241000,0 days 00:02:03.241000
canadian,OCO,5.0,MEDIUM,1,0 days 00:02:05.686000,0 days 00:02:05.686000
canadian,PIA,1.0,MEDIUM,16,0 days 00:01:18.197875,0 days 00:01:16.209000
canadian,PIA,2.0,HARD,29,0 days 00:01:16.325000,0 days 00:01:15.203000
canadian,PIA,3.0,HARD,22,0 days 00:01:16.560636363,0 days 00:01:14.255000
canadian,PIA,4.0,SOFT,1,0 days 00:01:58.447000,0 days 00:01:58.447000
canadian,PIA,5.0,SOFT,1,0 days 00:02:03.935000,0 days 00:02:03.935000
canadian,PIA,6.0,SOFT,1,0 days 00:02:03.490000,0 days 00:02:03.490000
canadian,RUS,1.0,MEDIUM,13,0 days 00:01:17.991307692,0 days 00:01:15.808000
canadian,RUS,2.0,HARD,29,0 days 00:01:16.438793103,0 days 00:01:15.299000
canadian,RUS,3.0,HARD,25,0 days 00:01:16.158160,0 days 00:01:14.119000
canadian,RUS,4.0,HARD,1,0 days 00:02:06.769000,0 days 00:02:06.769000
canadian,RUS,5.0,HARD,1,0 days 00:02:03.817000,0 days 00:02:03.817000
canadian,RUS,6.0,HARD,1,0 days 00:02:07.536000,0 days 00:02:07.536000
canadian,SAI,1.0,HARD,57,0 days 00:01:17.902596491,0 days 00:01:16.426000
canadian,SAI,2.0,MEDIUM,9,0 days 00:01:18.694888888,0 days 00:01:14.389000
canadian,SAI,3.0,MEDIUM,1,0 days 00:01:57.479000,0 days 00:01:57.479000
canadian,SAI,4.0,MEDIUM,1,0 days 00:02:03.540000,0 days 00:02:03.540000
canadian,SAI,5.0,MEDIUM,1,0 days 00:02:04.853000,0 days 00:02:04.853000
canadian,STR,1.0,HARD,24,0 days 00:01:19.345208333,0 days 00:01:17.394000
canadian,STR,2.0,HARD,27,0 days 00:01:17.945740740,0 days 00:01:16.217000
canadian,STR,3.0,MEDIUM,15,0 days 00:01:18.643933333,0 days 00:01:14.902000
canadian,STR,4.0,SOFT,1,0 days 00:01:55.934000,0 days 00:01:55.934000
canadian,STR,5.0,SOFT,1,0 days 00:01:41.811000,0 days 00:01:41.811000
canadian,STR,6.0,SOFT,1,0 days 00:01:55.527000,0 days 00:01:55.527000
canadian,TSU,1.0,HARD,56,0 days 00:01:18.052964285,0 days 00:01:16.557000
canadian,TSU,2.0,MEDIUM,10,0 days 00:01:20.168300,0 days 00:01:15.358000
canadian,TSU,3.0,MEDIUM,1,0 days 00:01:57.242000,0 days 00:01:57.242000
canadian,TSU,4.0,MEDIUM,1,0 days 00:01:46.349000,0 days 00:01:46.349000
canadian,TSU,5.0,MEDIUM,1,0 days 00:02:01.904000,0 days 00:02:01.904000
canadian,VER,1.0,MEDIUM,12,0 days 00:01:18.350083333,0 days 00:01:15.901000
canadian,VER,2.0,HARD,25,0 days 00:01:16.687880,0 days 00:01:15.464000
canadian,VER,3.0,HARD,30,0 days 00:01:15.993800,0 days 00:01:14.287000
canadian,VER,4.0,HARD,1,0 days 00:02:05.276000,0 days 00:02:05.276000
canadian,VER,5.0,HARD,1,0 days 00:02:03.745000,0 days 00:02:03.745000
canadian,VER,6.0,HARD,1,0 days 00:02:06.683000,0 days 00:02:06.683000
chinese,ALB,1.0,MEDIUM,20,0 days 00:01:39.562750,0 days 00:01:38.311000
chinese,ALB,2.0,HARD,36,0 days 00:01:37.780333333,0 days 00:01:36.254000
chinese,ALO,1.0,MEDIUM,4,0 days 00:01:51.393500,0 days 00:01:39.256000
chinese,ANT,1.0,MEDIUM,12,0 days 00:01:39.703166666,0 days 00:01:38.347000
chinese,ANT,2.0,HARD,44,0 days 00:01:38.007636363,0 days 00:01:36.046000
chinese,BEA,1.0,HARD,26,0 days 00:01:39.675730769,0 days 00:01:38.371000
chinese,BEA,2.0,MEDIUM,30,0 days 00:01:37.492000,0 days 00:01:36.363000
chinese,BOR,1.0,MEDIUM,1,0 days 00:02:03.657000,0 days 00:02:03.657000
chinese,BOR,2.0,HARD,25,0 days 00:01:40.104520,0 days 00:01:37.965000
chinese,BOR,3.0,HARD,29,0 days 00:01:37.914206896,0 days 00:01:35.874000
chinese,DOO,1.0,MEDIUM,11,0 days 00:01:40.634818181,0 days 00:01:39.179000
chinese,DOO,2.0,HARD,45,0 days 00:01:38.365422222,0 days 00:01:36.424000
chinese,GAS,1.0,MEDIUM,10,0 days 00:01:40.336200,0 days 00:01:38.528000
chinese,GAS,2.0,HARD,46,0 days 00:01:38.236065217,0 days 00:01:36.425000
chinese,HAD,1.0,MEDIUM,12,0 days 00:01:39.886916666,0 days 00:01:38.746000
chinese,HAD,2.0,HARD,21,0 days 00:01:39.417714285,0 days 00:01:37.675000
chinese,HAD,3.0,HARD,23,0 days 00:01:37.716782608,0 days 00:01:35.868000
chinese,HAM,1.0,MEDIUM,13,0 days 00:01:38.937307692,0 days 00:01:37.802000
chinese,HAM,2.0,HARD,24,0 days 00:01:38.451125,0 days 00:01:36.957000
chinese,HAM,3.0,HARD,19,0 days 00:01:36.389210526,0 days 00:01:35.069000
chinese,HUL,1.0,MEDIUM,20,0 days 00:01:40.973750,0 days 00:01:39.459000
chinese,HUL,2.0,HARD,35,0 days 00:01:38.736485714,0 days 00:01:37.275000
chinese,LAW,1.0,HARD,18,0 days 00:01:40.257555555,0 days 00:01:38.801000
chinese,LAW,2.0,MEDIUM,12,0 days 00:01:39.839333333,0 days 00:01:37.626000
chinese,LAW,3.0,HARD,26,0 days 00:01:37.440961538,0 days 00:01:35.985000
chinese,LEC,1.0,MEDIUM,15,0 days 00:01:38.860200,0 days 00:01:37.648000
chinese,LEC,2.0,HARD,41,0 days 00:01:37.447170731,0 days 00:01:36.157000
chinese,NOR,1.0,MEDIUM,15,0 days 00:01:38.512200,0 days 00:01:37.597000
chinese,NOR,2.0,HARD,41,0 days 00:01:37.246121951,0 days 00:01:35.454000
chinese,OCO,1.0,MEDIUM,11,0 days 00:01:40.089545454,0 days 00:01:38.906000
chinese,OCO,2.0,HARD,45,0 days 00:01:37.866888888,0 days 00:01:35.740000
chinese,PIA,1.0,MEDIUM,14,0 days 00:01:38.293642857,0 days 00:01:37.539000
chinese,PIA,2.0,HARD,42,0 days 00:01:37.117023809,0 days 00:01:35.520000
chinese,RUS,1.0,MEDIUM,14,0 days 00:01:38.688785714,0 days 00:01:37.463000
chinese,RUS,2.0,HARD,42,0 days 00:01:37.249523809,0 days 00:01:35.816000
chinese,SAI,1.0,MEDIUM,17,0 days 00:01:40.047352941,0 days 00:01:38.787000
chinese,SAI,2.0,HARD,39,0 days 00:01:38.220717948,0 days 00:01:36.779000
chinese,STR,1.0,HARD,36,0 days 00:01:39.222333333,0 days 00:01:37.867000
chinese,STR,2.0,MEDIUM,20,0 days 00:01:37.661300,0 days 00:01:36.044000
chinese,TSU,1.0,MEDIUM,11,0 days 00:01:39.868727272,0 days 00:01:38.748000
chinese,TSU,2.0,HARD,24,0 days 00:01:39.079958333,0 days 00:01:37.646000
chinese,TSU,3.0,HARD,11,0 days 00:01:39.394272727,0 days 00:01:36.499000
chinese,TSU,4.0,MEDIUM,9,0 days 00:01:40.969444444,0 days 00:01:35.871000
chinese,VER,1.0,MEDIUM,13,0 days 00:01:39.354076923,0 days 00:01:38.302000
chinese,VER,2.0,HARD,43,0 days 00:01:37.211139534,0 days 00:01:35.488000
dutch,ALB,1.0,MEDIUM,23,0 days 00:01:18.126782608,0 days 00:01:16.511000
dutch,ALB,2.0,HARD,30,0 days 00:01:20.197100,0 days 00:01:15.244000
dutch,ALB,3.0,SOFT,19,0 days 00:01:30.176157894,0 days 00:01:13.687000
dutch,ALO,1.0,MEDIUM,18,0 days 00:01:17.584611111,0 days 00:01:16.726000
dutch,ALO,2.0,HARD,22,0 days 00:01:22.686681818,0 days 00:01:15.053000
dutch,ALO,3.0,HARD,32,0 days 00:01:24.560250,0 days 00:01:13.719000
dutch,ANT,1.0,MEDIUM,23,0 days 00:01:18.277260869,0 days 00:01:16.236000
dutch,ANT,2.0,HARD,28,0 days 00:01:19.401214285,0 days 00:01:14.692000
dutch,ANT,3.0,SOFT,2,0 days 00:01:37.113000,0 days 00:01:29.067000
dutch,ANT,4.0,SOFT,19,0 days 00:01:29.423210526,0 days 00:01:13.480000
dutch,BEA,1.0,HARD,53,0 days 00:01:19.891792452,0 days 00:01:15.744000
dutch,BEA,2.0,MEDIUM,19,0 days 00:01:28.664631578,0 days 00:01:13.950000
dutch,BOR,1.0,MEDIUM,22,0 days 00:01:17.905545454,0 days 00:01:16.593000
dutch,BOR,2.0,HARD,38,0 days 00:01:23.774921052,0 days 00:01:15.653000
dutch,BOR,3.0,SOFT,12,0 days 00:01:26.170416666,0 days 00:01:14.307000
dutch,COL,1.0,SOFT,19,0 days 00:01:17.726368421,0 days 00:01:16.606000
dutch,COL,2.0,HARD,34,0 days 00:01:21.415058823,0 days 00:01:15.340000
dutch,COL,3.0,MEDIUM,12,0 days 00:01:27.164333333,0 days 00:01:14.760000
dutch,COL,4.0,SOFT,7,0 days 00:01:30.496428571,0 days 00:01:13.049000
dutch,GAS,1.0,MEDIUM,23,0 days 00:01:18.557173913,0 days 00:01:16.690000
dutch,GAS,2.0,HARD,49,0 days 00:01:24.217612244,0 days 00:01:15.248000
dutch,HAD,1.0,MEDIUM,23,0 days 00:01:17.092217391,0 days 00:01:15.539000
dutch,HAD,2.0,HARD,30,0 days 00:01:20.234100,0 days 00:01:14.533000
dutch,HAD,3.0,SOFT,19,0 days 00:01:31.207263157,0 days 00:01:13.327000
dutch,HAM,1.0,MEDIUM,22,0 days 00:01:16.612636363,0 days 00:01:15.684000
dutch,HUL,1.0,SOFT,19,0 days 00:01:17.777631578,0 days 00:01:16.598000
dutch,HUL,2.0,HARD,34,0 days 00:01:21.401176470,0 days 00:01:15.335000
dutch,HUL,3.0,MEDIUM,19,0 days 00:01:28.639947368,0 days 00:01:14.912000
dutch,LAW,1.0,MEDIUM,23,0 days 00:01:17.770086956,0 days 00:01:16.153000
dutch,LAW,2.0,HARD,4,0 days 00:01:53.258750,0 days 00:01:36.652000
dutch,LAW,3.0,SOFT,25,0 days 00:01:19.076280,0 days 00:01:15.370000
dutch,LAW,4.0,SOFT,20,0 days 00:01:25.412900,0 days 00:01:13.879000
dutch,LEC,1.0,MEDIUM,22,0 days 00:01:16.591954545,0 days 00:01:15.362000
dutch,LEC,2.0,HARD,30,0 days 00:01:20.399833333,0 days 00:01:14.557000
dutch,NOR,1.0,MEDIUM,23,0 days 00:01:16.105782608,0 days 00:01:14.708000
dutch,NOR,2.0,HARD,30,0 days 00:01:20.428133333,0 days 00:01:13.908000
dutch,NOR,3.0,HARD,11,0 days 00:01:31.382727272,0 days 00:01:12.379000
dutch,OCO,1.0,HARD,52,0 days 00:01:19.478884615,0 days 00:01:15.634000
dutch,OCO,2.0,MEDIUM,20,0 days 00:01:29.550500,0 days 00:01:13.986000
dutch,PIA,1.0,MEDIUM,23,0 days 00:01:15.873869565,0 days 00:01:14.901000
dutch,PIA,2.0,HARD,30,0 days 00:01:20.457700,0 days 00:01:13.965000
dutch,PIA,3.0,HARD,19,0 days 00:01:32.158894736,0 days 00:01:12.271000
dutch,RUS,1.0,MEDIUM,23,0 days 00:01:17.236695652,0 days 00:01:15.957000
dutch,RUS,2.0,HARD,30,0 days 00:01:20.760866666,0 days 00:01:15.056000
dutch,RUS,3.0,SOFT,19,0 days 00:01:30.328052631,0 days 00:01:13.728000
dutch,SAI,1.0,MEDIUM,23,0 days 00:01:17.827173913,0 days 00:01:16.185000
dutch,SAI,2.0,HARD,4,0 days 00:01:52.675750,0 days 00:01:37.211000
dutch,SAI,3.0,SOFT,24,0 days 00:01:18.172125,0 days 00:01:14.913000
dutch,SAI,4.0,SOFT,14,0 days 00:01:25.233214285,0 days 00:01:13.808000
dutch,SAI,5.0,SOFT,7,0 days 00:01:28.157285714,0 days 00:01:13.841000
dutch,STR,1.0,MEDIUM,8,0 days 00:01:18.887375,0 days 00:01:16.491000
dutch,STR,2.0,HARD,44,0 days 00:01:19.538068181,0 days 00:01:15.242000
dutch,STR,3.0,HARD,20,0 days 00:01:29.428600,0 days 00:01:13.822000
dutch,TSU,1.0,SOFT,19,0 days 00:01:17.518315789,0 days 00:01:16.636000
dutch,TSU,2.0,HARD,34,0 days 00:01:21.247970588,0 days 00:01:15.319000
dutch,TSU,3.0,SOFT,19,0 days 00:01:28.850894736,0 days 00:01:14.354000
dutch,VER,1.0,SOFT,23,0 days 00:01:16.941304347,0 days 00:01:15.648000
dutch,VER,2.0,MEDIUM,30,0 days 00:01:20.212333333,0 days 00:01:14.741000
dutch,VER,3.0,SOFT,19,0 days 00:01:31.321052631,0 days 00:01:12.921000
emilia_romagna,ALB,1.0,MEDIUM,29,0 days 00:01:22.940931034,0 days 00:01:21.583000
emilia_romagna,ALB,2.0,HARD,18,0 days 00:01:27.361277777,0 days 00:01:20.384000
emilia_romagna,ALB,3.0,HARD,16,0 days 00:01:35.834625,0 days 00:01:18.289000
emilia_romagna,ALO,1.0,MEDIUM,12,0 days 00:01:22.791750,0 days 00:01:21.401000
emilia_romagna,ALO,2.0,HARD,34,0 days 00:01:26.010970588,0 days 00:01:21.367000
emilia_romagna,ALO,3.0,MEDIUM,17,0 days 00:01:34.269117647,0 days 00:01:19.894000
emilia_romagna,ANT,1.0,HARD,29,0 days 00:01:23.366103448,0 days 00:01:21.239000
emilia_romagna,ANT,2.0,MEDIUM,15,0 days 00:01:24.808466666,0 days 00:01:20.620000
emilia_romagna,BEA,1.0,HARD,29,0 days 00:01:23.802655172,0 days 00:01:21.885000
emilia_romagna,BEA,2.0,MEDIUM,2,0 days 00:01:51.143500,0 days 00:01:28.912000
emilia_romagna,BEA,3.0,HARD,32,0 days 00:01:29.826343750,0 days 00:01:19.521000
emilia_romagna,BOR,1.0,MEDIUM,12,0 days 00:01:23.374333333,0 days 00:01:21.582000
emilia_romagna,BOR,2.0,HARD,17,0 days 00:01:25.698117647,0 days 00:01:21.886000
emilia_romagna,BOR,3.0,HARD,17,0 days 00:01:26.743058823,0 days 00:01:21.039000
emilia_romagna,BOR,4.0,MEDIUM,17,0 days 00:01:34.104647058,0 days 00:01:20.630000
emilia_romagna,COL,1.0,MEDIUM,22,0 days 00:01:23.274409090,0 days 00:01:21.914000
emilia_romagna,COL,2.0,HARD,24,0 days 00:01:27.332625,0 days 00:01:20.798000
emilia_romagna,COL,3.0,HARD,17,0 days 00:01:34.034705882,0 days 00:01:20.345000
emilia_romagna,GAS,1.0,MEDIUM,9,0 days 00:01:23.619333333,0 days 00:01:21.541000
emilia_romagna,GAS,2.0,HARD,20,0 days 00:01:24.933000,0 days 00:01:21.243000
emilia_romagna,GAS,3.0,HARD,34,0 days 00:01:30.393794117,0 days 00:01:20.398000
emilia_romagna,HAD,1.0,MEDIUM,29,0 days 00:01:23.342413793,0 days 00:01:21.233000
emilia_romagna,HAD,2.0,HARD,17,0 days 00:01:26.225529411,0 days 00:01:20.295000
emilia_romagna,HAD,3.0,HARD,17,0 days 00:01:36.118882352,0 days 00:01:19.473000
