Race,Driver,NumBrakingEvents,AvgBrakeDistance,AvgEntrySpeed,AvgExitSpeed,AvgSpeedReduction
emilia_romagna,ANT,400,75.79018662347745,232.155,140.2483505839833,91.90664941601673
emilia_romagna,BEA,636,81.47287590713537,225.95911949685535,135.549436949543,90.4096825473124
emilia_romagna,BOR,577,86.71780065403513,226.8838821490468,132.14221707755593,94.74166507149094
emilia_romagna,COL,603,84.72368615072672,227.17578772802653,131.31156341815367,95.86422430987277
emilia_romagna,GAS,579,83.9427473308292,230.92055267702935,134.65724702810627,96.26330564892324
emilia_romagna,HAD,577,83.94028819490754,231.46100519930675,137.39656386464944,94.06444133465754
emilia_romagna,HAM,662,93.09994881387824,219.34441087613294,128.7087069410832,90.63570393504969
emilia_romagna,HUL,620,75.00757644381163,223.93225806451613,136.7575453004498,87.17471276406633
emilia_romagna,LAW,559,88.83640994506605,232.08586762075134,131.58579922128715,100.50006839946418
emilia_romagna,LEC,611,80.13039316309064,223.85924713584288,132.93802053627553,90.92122659956728
emilia_romagna,NOR,584,71.88159904893162,228.736301369863,145.31967323739434,83.4166281324687
emilia_romagna,OCO,259,86.56333723801055,231.83011583011583,131.64793342154078,100.18218240857495
emilia_romagna,PIA,517,85.65561150879537,235.93810444874273,137.92749429653426,98.01061015220826
emilia_romagna,RUS,563,76.19913578551618,230.31793960923625,135.9444645014073,94.3734751078289
emilia_romagna,SAI,598,84.17118473830247,225.27591973244148,132.13472287753294,93.14119685490859
emilia_romagna,STR,567,81.68178991846179,228.1410934744268,137.49314259234512,90.64795088208166
emilia_romagna,TSU,566,83.60019841813539,229.19938162431094,134.88734762601172,94.31203399829923
emilia_romagna,VER,676,68.66654564581233,222.17899408284023,145.56100263126035,76.61799145157994
hungarian,ALB,778,72.15708086703133,227.1542416452442,142.6080296237289,84.54621202151547
hungarian,ALO,792,66.77448143043802,223.3838383838384,146.5783365732965,76.80550181054198
hungarian,ANT,767,71.12262522785277,228.75358539765318,146.16341684851133,82.59016854914199
hungarian,BEA,539,74.81231148315997,229.01669758812616,142.8566785937924,86.1600189943336
hungarian,BOR,775,77.21459002257832,229.2683870967742,141.82064744281865,87.4477396539555
hungarian,COL,765,67.9235364685945,224.68627450980392,146.6533347877787,78.03293972202505
hungarian,GAS,783,73.90907148016089,225.56194125159644,142.49971748899094,83.06222376260557
hungarian,HAD,770,73.41669844369913,228.47142857142856,144.06425957908078,84.40716899234799
hungarian,HAM,783,82.81902562801554,230.9029374201788,139.65493218437192,91.24800523580686
hungarian,HUL,810,68.23309854231586,226.24814814814815,142.385092389505,83.86305575864317
hungarian,LAW,777,73.00582117558466,227.53281853281854,143.2056337954741,84.3271847373444
hungarian,LEC,813,67.7609723135958,227.75276752767527,145.82663833830037,81.92612918937508
hungarian,NOR,818,65.72558617352676,223.17359413202934,148.02984285858912,75.14375127344007
hungarian,OCO,878,77.44444376926143,220.56833712984056,140.03598416242716,80.53235296741343
hungarian,PIA,766,68.63680564672339,230.74412532637075,151.08256043963064,79.66156488674008
hungarian,RUS,780,66.90742027557756,229.37948717948717,148.82076823142157,80.55871894806563
hungarian,SAI,791,80.58696636016111,227.81795195954487,137.97339848786612,89.84455347167886
hungarian,STR,743,69.8005970000163,229.9878869448183,148.62684942675767,81.36103751806064
hungarian,TSU,770,71.1305720153126,226.64935064935065,143.49485075844404,83.15449989090659
hungarian,VER,786,67.39011804280982,228.3562340966921,148.37954815385356,79.97668594283856
italian,ALB,301,82.99262682271238,255.89036544850498,145.85396240721332,110.03640304129165
italian,ALO,182,84.21248763335653,253.80769230769232,151.02343657548778,102.78425573220454
italian,ANT,364,89.24359478286416,253.82692307692307,147.33190661004744,106.49501646687561
italian,BEA,357,92.13527591008193,268.84033613445376,147.72874624132768,121.11158989312611
italian,BOR,359,92.7225316828634,264.1309192200557,143.1330631262892,120.99785609376652
italian,COL,365,78.61387713485519,246.91232876712328,147.9146593040808,98.99766946304251
italian,GAS,318,95.88117234897081,277.00314465408803,157.64927373623468,119.35387091785337
italian,HAD,359,89.62022426993968,263.4373259052925,146.48766107878222,116.94966482651017
italian,HAM,376,85.10765971140069,257.93882978723406,145.16159037868934,112.77723940854467
italian,LAW,341,95.5201959682898,266.92961876832845,143.78275458675037,123.14686418157808
italian,LEC,380,78.23038013772766,253.5236842105263,144.73369712076772,108.78998708975863
italian,NOR,360,78.67000585457349,259.85833333333335,156.95179706442593,102.90653626890726
italian,OCO,452,81.39869504927162,235.94911504424778,141.20785362874537,94.74126141550245
italian,PIA,331,86.13292762389052,274.83383685800607,161.7031842281691,113.13065262983692
italian,RUS,376,77.04798651979074,252.88031914893617,150.14972313312788,102.73059601580825
italian,SAI,389,89.27372229178093,254.62982005141387,141.6385873160612,112.99123273535264
italian,STR,329,99.58600680465207,278.7082066869301,155.77971551730687,122.92849116962327
italian,TSU,346,87.91180586979037,264.9942196531792,148.67720793167638,116.31701172150272
italian,VER,352,80.78815845011079,265.19602272727275,156.17539440747328,109.02062831979939
