Race,Driver,Stint,Compound,Laps,AvgLapTime
canadian,HAM,3.0,HARD,22,0 days 00:01:17.718772727
canadian,HAM,4.0,HARD,1,0 days 00:01:50.618000
canadian,HAM,5.0,HARD,1,0 days 00:01:37.731000
canadian,HAM,6.0,HARD,1,0 days 00:01:55.750000
canadian,HUL,1.0,MEDIUM,19,0 days 00:01:19.037105263
canadian,HUL,2.0,HARD,47,0 days 00:01:17.220829787
canadian,HUL,3.0,HARD,1,0 days 00:01:52.362000
canadian,HUL,4.0,HARD,1,0 days 00:01:39.180000
canadian,HUL,5.0,HARD,1,0 days 00:01:36.855000
canadian,HUL,6.0,HARD,1,0 days 00:01:28.571000
canadian,LAW,1.0,HARD,38,0 days 00:01:18.768368421
canadian,LAW,2.0,MEDIUM,15,0 days 00:01:17.538266666
canadian,LEC,1.0,HARD,28,0 days 00:01:17.591178571
canadian,LEC,2.0,HARD,25,0 days 00:01:16.164640
canadian,LEC,3.0,MEDIUM,14,0 days 00:01:17.909285714
canadian,LEC,4.0,MEDIUM,1,0 days 00:01:54.938000
canadian,LEC,5.0,MEDIUM,1,0 days 00:01:50.800000
canadian,LEC,6.0,MEDIUM,1,0 days 00:02:02.993000
canadian,NOR,1.0,HARD,29,0 days 00:01:17.449482758
canadian,NOR,2.0,MEDIUM,18,0 days 00:01:16.276000
canadian,NOR,3.0,HARD,19,0 days 00:01:14.656157894
canadian,OCO,1.0,HARD,57,0 days 00:01:17.834280701
canadian,OCO,2.0,MEDIUM,9,0 days 00:01:19.065777777
canadian,OCO,3.0,MEDIUM,1,0 days 00:01:57.088000
canadian,OCO,4.0,MEDIUM,1,0 days 00:02:03.241000
canadian,OCO,5.0,MEDIUM,1,0 days 00:02:05.686000
canadian,PIA,1.0,MEDIUM,16,0 days 00:01:18.197875
canadian,PIA,2.0,HARD,29,0 days 00:01:16.325000
canadian,PIA,3.0,HARD,22,0 days 00:01:16.560636363
canadian,PIA,4.0,SOFT,1,0 days 00:01:58.447000
canadian,PIA,5.0,SOFT,1,0 days 00:02:03.935000
canadian,PIA,6.0,SOFT,1,0 days 00:02:03.490000
canadian,RUS,1.0,MEDIUM,13,0 days 00:01:17.991307692
canadian,RUS,2.0,HARD,29,0 days 00:01:16.438793103
canadian,RUS,3.0,HARD,25,0 days 00:01:16.158160
canadian,RUS,4.0,HARD,1,0 days 00:02:06.769000
canadian,RUS,5.0,HARD,1,0 days 00:02:03.817000
canadian,RUS,6.0,HARD,1,0 days 00:02:07.536000
canadian,SAI,1.0,HARD,57,0 days 00:01:17.902596491
canadian,SAI,2.0,MEDIUM,9,0 days 00:01:18.694888888
canadian,SAI,3.0,MEDIUM,1,0 days 00:01:57.479000
canadian,SAI,4.0,MEDIUM,1,0 days 00:02:03.540000
canadian,SAI,5.0,MEDIUM,1,0 days 00:02:04.853000
canadian,STR,1.0,HARD,24,0 days 00:01:19.345208333
canadian,STR,2.0,HARD,27,0 days 00:01:17.945740740
canadian,STR,3.0,MEDIUM,15,0 days 00:01:18.643933333
canadian,STR,4.0,SOFT,1,0 days 00:01:55.934000
canadian,STR,5.0,SOFT,1,0 days 00:01:41.811000
canadian,STR,6.0,SOFT,1,0 days 00:01:55.527000
canadian,TSU,1.0,HARD,56,0 days 00:01:18.052964285
canadian,TSU,2.0,MEDIUM,10,0 days 00:01:20.168300
canadian,TSU,3.0,MEDIUM,1,0 days 00:01:57.242000
canadian,TSU,4.0,MEDIUM,1,0 days 00:01:46.349000
canadian,TSU,5.0,MEDIUM,1,0 days 00:02:01.904000
canadian,VER,1.0,MEDIUM,12,0 days 00:01:18.350083333
canadian,VER,2.0,HARD,25,0 days 00:01:16.687880
canadian,VER,3.0,HARD,30,0 days 00:01:15.993800
canadian,VER,4.0,HARD,1,0 days 00:02:05.276000
canadian,VER,5.0,HARD,1,0 days 00:02:03.745000
canadian,VER,6.0,HARD,1,0 days 00:02:06.683000
chinese,ALB,1.0,MEDIUM,20,0 days 00:01:39.562750
chinese,ALB,2.0,HARD,36,0 days 00:01:37.780333333
chinese,ALO,1.0,MEDIUM,4,0 days 00:01:51.393500
chinese,ANT,1.0,MEDIUM,12,0 days 00:01:39.703166666
chinese,ANT,2.0,HARD,44,0 days 00:01:38.007636363
chinese,BEA,1.0,HARD,26,0 days 00:01:39.675730769
chinese,BEA,2.0,MEDIUM,30,0 days 00:01:37.492000
chinese,BOR,1.0,MEDIUM,1,0 days 00:02:03.657000
chinese,BOR,2.0,HARD,25,0 days 00:01:40.104520
chinese,BOR,3.0,HARD,29,0 days 00:01:37.914206896
chinese,DOO,1.0,MEDIUM,11,0 days 00:01:40.634818181
chinese,DOO,2.0,HARD,45,0 days 00:01:38.365422222
chinese,GAS,1.0,MEDIUM,10,0 days 00:01:40.336200
chinese,GAS,2.0,HARD,46,0 days 00:01:38.236065217
chinese,HAD,1.0,MEDIUM,12,0 days 00:01:39.886916666
chinese,HAD,2.0,HARD,21,0 days 00:01:39.417714285
chinese,HAD,3.0,HARD,23,0 days 00:01:37.716782608
chinese,HAM,1.0,MEDIUM,13,0 days 00:01:38.937307692
chinese,HAM,2.0,HARD,24,0 days 00:01:38.451125
chinese,HAM,3.0,HARD,19,0 days 00:01:36.389210526
chinese,HUL,1.0,MEDIUM,20,0 days 00:01:40.973750
chinese,HUL,2.0,HARD,35,0 days 00:01:38.736485714
chinese,LAW,1.0,HARD,18,0 days 00:01:40.257555555
chinese,LAW,2.0,MEDIUM,12,0 days 00:01:39.839333333
chinese,LAW,3.0,HARD,26,0 days 00:01:37.440961538
chinese,LEC,1.0,MEDIUM,15,0 days 00:01:38.860200
chinese,LEC,2.0,HARD,41,0 days 00:01:37.447170731
chinese,NOR,1.0,MEDIUM,15,0 days 00:01:38.512200
chinese,NOR,2.0,HARD,41,0 days 00:01:37.246121951
chinese,OCO,1.0,MEDIUM,11,0 days 00:01:40.089545454
chinese,OCO,2.0,HARD,45,0 days 00:01:37.866888888
chinese,PIA,1.0,MEDIUM,14,0 days 00:01:38.293642857
chinese,PIA,2.0,HARD,42,0 days 00:01:37.117023809
chinese,RUS,1.0,MEDIUM,14,0 days 00:01:38.688785714
chinese,RUS,2.0,HARD,42,0 days 00:01:37.249523809
chinese,SAI,1.0,MEDIUM,17,0 days 00:01:40.047352941
chinese,SAI,2.0,HARD,39,0 days 00:01:38.220717948
chinese,STR,1.0,HARD,36,0 days 00:01:39.222333333
chinese,STR,2.0,MEDIUM,20,0 days 00:01:37.661300
chinese,TSU,1.0,MEDIUM,11,0 days 00:01:39.868727272
chinese,TSU,2.0,HARD,24,0 days 00:01:39.079958333
chinese,TSU,3.0,HARD,11,0 days 00:01:39.394272727
chinese,TSU,4.0,MEDIUM,9,0 days 00:01:40.969444444
chinese,VER,1.0,MEDIUM,13,0 days 00:01:39.354076923
chinese,VER,2.0,HARD,43,0 days 00:01:37.211139534
dutch,ALB,1.0,MEDIUM,23,0 days 00:01:18.126782608
dutch,ALB,2.0,HARD,30,0 days 00:01:20.197100
dutch,ALB,3.0,SOFT,19,0 days 00:01:30.176157894
dutch,ALO,1.0,MEDIUM,18,0 days 00:01:17.584611111
dutch,ALO,2.0,HARD,22,0 days 00:01:22.686681818
dutch,ALO,3.0,HARD,32,0 days 00:01:24.560250
dutch,ANT,1.0,MEDIUM,23,0 days 00:01:18.277260869
dutch,ANT,2.0,HARD,28,0 days 00:01:19.401214285
dutch,ANT,3.0,SOFT,2,0 days 00:01:37.113000
dutch,ANT,4.0,SOFT,19,0 days 00:01:29.423210526
dutch,BEA,1.0,HARD,53,0 days 00:01:19.891792452
dutch,BEA,2.0,MEDIUM,19,0 days 00:01:28.664631578
dutch,BOR,1.0,MEDIUM,22,0 days 00:01:17.905545454
dutch,BOR,2.0,HARD,38,0 days 00:01:23.774921052
dutch,BOR,3.0,SOFT,12,0 days 00:01:26.170416666
dutch,COL,1.0,SOFT,19,0 days 00:01:17.726368421
dutch,COL,2.0,HARD,34,0 days 00:01:21.415058823
dutch,COL,3.0,MEDIUM,12,0 days 00:01:27.164333333
dutch,COL,4.0,SOFT,7,0 days 00:01:30.496428571
dutch,GAS,1.0,MEDIUM,23,0 days 00:01:18.557173913
dutch,GAS,2.0,HARD,49,0 days 00:01:24.217612244
dutch,HAD,1.0,MEDIUM,23,0 days 00:01:17.092217391
dutch,HAD,2.0,HARD,30,0 days 00:01:20.234100
dutch,HAD,3.0,SOFT,19,0 days 00:01:31.207263157
dutch,HAM,1.0,MEDIUM,22,0 days 00:01:16.612636363
dutch,HUL,1.0,SOFT,19,0 days 00:01:17.777631578
dutch,HUL,2.0,HARD,34,0 days 00:01:21.401176470
dutch,HUL,3.0,MEDIUM,19,0 days 00:01:28.639947368
dutch,LAW,1.0,MEDIUM,23,0 days 00:01:17.770086956
dutch,LAW,2.0,HARD,4,0 days 00:01:53.258750
dutch,LAW,3.0,SOFT,25,0 days 00:01:19.076280
dutch,LAW,4.0,SOFT,20,0 days 00:01:25.412900
dutch,LEC,1.0,MEDIUM,22,0 days 00:01:16.591954545
dutch,LEC,2.0,HARD,30,0 days 00:01:20.399833333
dutch,NOR,1.0,MEDIUM,23,0 days 00:01:16.105782608
dutch,NOR,2.0,HARD,30,0 days 00:01:20.428133333
dutch,NOR,3.0,HARD,11,0 days 00:01:31.382727272
dutch,OCO,1.0,HARD,52,0 days 00:01:19.478884615
dutch,OCO,2.0,MEDIUM,20,0 days 00:01:29.550500
dutch,PIA,1.0,MEDIUM,23,0 days 00:01:15.873869565
dutch,PIA,2.0,HARD,30,0 days 00:01:20.457700
dutch,PIA,3.0,HARD,19,0 days 00:01:32.158894736
dutch,RUS,1.0,MEDIUM,23,0 days 00:01:17.236695652
dutch,RUS,2.0,HARD,30,0 days 00:01:20.760866666
dutch,RUS,3.0,SOFT,19,0 days 00:01:30.328052631
dutch,SAI,1.0,MEDIUM,23,0 days 00:01:17.827173913
dutch,SAI,2.0,HARD,4,0 days 00:01:52.675750
dutch,SAI,3.0,SOFT,24,0 days 00:01:18.172125
dutch,SAI,4.0,SOFT,14,0 days 00:01:25.233214285
dutch,SAI,5.0,SOFT,7,0 days 00:01:28.157285714
dutch,STR,1.0,MEDIUM,8,0 days 00:01:18.887375
dutch,STR,2.0,HARD,44,0 days 00:01:19.538068181
dutch,STR,3.0,HARD,20,0 days 00:01:29.428600
dutch,TSU,1.0,SOFT,19,0 days 00:01:17.518315789
dutch,TSU,2.0,HARD,34,0 days 00:01:21.247970588
dutch,TSU,3.0,SOFT,19,0 days 00:01:28.850894736
dutch,VER,1.0,SOFT,23,0 days 00:01:16.941304347
dutch,VER,2.0,MEDIUM,30,0 days 00:01:20.212333333
dutch,VER,3.0,SOFT,19,0 days 00:01:31.321052631
emilia_romagna,ALB,1.0,MEDIUM,29,0 days 00:01:22.940931034
emilia_romagna,ALB,2.0,HARD,18,0 days 00:01:27.361277777
emilia_romagna,ALB,3.0,HARD,16,0 days 00:01:35.834625
emilia_romagna,ALO,1.0,MEDIUM,12,0 days 00:01:22.791750
emilia_romagna,ALO,2.0,HARD,34,0 days 00:01:26.010970588
emilia_romagna,ALO,3.0,MEDIUM,17,0 days 00:01:34.269117647
emilia_romagna,ANT,1.0,HARD,29,0 days 00:01:23.366103448
emilia_romagna,ANT,2.0,MEDIUM,15,0 days 00:01:24.808466666
emilia_romagna,BEA,1.0,HARD,29,0 days 00:01:23.802655172
emilia_romagna,BEA,2.0,MEDIUM,2,0 days 00:01:51.143500
emilia_romagna,BEA,3.0,HARD,32,0 days 00:01:29.826343750
emilia_romagna,BOR,1.0,MEDIUM,12,0 days 00:01:23.374333333
emilia_romagna,BOR,2.0,HARD,17,0 days 00:01:25.698117647
emilia_romagna,BOR,3.0,HARD,17,0 days 00:01:26.743058823
emilia_romagna,BOR,4.0,MEDIUM,17,0 days 00:01:34.104647058
emilia_romagna,COL,1.0,MEDIUM,22,0 days 00:01:23.274409090
emilia_romagna,COL,2.0,HARD,24,0 days 00:01:27.332625
emilia_romagna,COL,3.0,HARD,17,0 days 00:01:34.034705882
emilia_romagna,GAS,1.0,MEDIUM,9,0 days 00:01:23.619333333
emilia_romagna,GAS,2.0,HARD,20,0 days 00:01:24.933000
emilia_romagna,GAS,3.0,HARD,34,0 days 00:01:30.393794117
emilia_romagna,HAD,1.0,MEDIUM,29,0 days 00:01:23.342413793
emilia_romagna,HAD,2.0,HARD,17,0 days 00:01:26.225529411
emilia_romagna,HAD,3.0,HARD,17,0 days 00:01:36.118882352
emilia_romagna,HAM,1.0,HARD,29,0 days 00:01:23.383103448
emilia_romagna,HAM,2.0,MEDIUM,17,0 days 00:01:25.556352941
emilia_romagna,HAM,3.0,HARD,17,0 days 00:01:36.175705882
emilia_romagna,HUL,1.0,HARD,29,0 days 00:01:23.731379310
emilia_romagna,HUL,2.0,MEDIUM,34,0 days 00:01:31.037794117
emilia_romagna,LAW,1.0,MEDIUM,10,0 days 00:01:23.563900
emilia_romagna,LAW,2.0,HARD,19,0 days 00:01:25.212315789
emilia_romagna,LAW,3.0,HARD,34,0 days 00:01:30.324617647
emilia_romagna,LEC,1.0,MEDIUM,10,0 days 00:01:23.023200
emilia_romagna,LEC,2.0,HARD,19,0 days 00:01:23.848105263
emilia_romagna,LEC,3.0,HARD,34,0 days 00:01:30.900794117
emilia_romagna,NOR,1.0,MEDIUM,28,0 days 00:01:21.826714285
emilia_romagna,NOR,2.0,HARD,18,0 days 00:01:26.013388888
emilia_romagna,NOR,3.0,HARD,17,0 days 00:01:37.642294117
emilia_romagna,OCO,1.0,MEDIUM,1,0 days 00:01:36.497000
emilia_romagna,OCO,2.0,HARD,26,0 days 00:01:23.301461538
emilia_romagna,PIA,1.0,MEDIUM,13,0 days 00:01:21.979615384
emilia_romagna,PIA,2.0,HARD,17,0 days 00:01:25.934764705
emilia_romagna,PIA,3.0,HARD,33,0 days 00:01:30.288757575
emilia_romagna,RUS,1.0,MEDIUM,11,0 days 00:01:22.832818181
emilia_romagna,RUS,2.0,HARD,18,0 days 00:01:24.416500
emilia_romagna,RUS,3.0,HARD,34,0 days 00:01:30.722794117
emilia_romagna,SAI,1.0,MEDIUM,11,0 days 00:01:22.945545454
emilia_romagna,SAI,2.0,HARD,18,0 days 00:01:24.745722222
emilia_romagna,SAI,3.0,HARD,34,0 days 00:01:30.537441176
emilia_romagna,STR,1.0,MEDIUM,14,0 days 00:01:22.918071428
emilia_romagna,STR,2.0,HARD,32,0 days 00:01:26.265125
emilia_romagna,STR,3.0,MEDIUM,17,0 days 00:01:34.403235294
emilia_romagna,TSU,1.0,HARD,29,0 days 00:01:24.044000
emilia_romagna,TSU,2.0,MEDIUM,34,0 days 00:01:30.657911764
emilia_romagna,VER,1.0,MEDIUM,29,0 days 00:01:21.706793103
emilia_romagna,VER,2.0,HARD,17,0 days 00:01:24.905470588
emilia_romagna,VER,3.0,HARD,17,0 days 00:01:38.841705882
hungarian,ALB,1.0,SOFT,14,0 days 00:01:24.909571428
hungarian,ALB,2.0,MEDIUM,24,0 days 00:01:23.775958333
hungarian,ALB,3.0,HARD,31,0 days 00:01:22.580161290
hungarian,ALO,1.0,MEDIUM,39,0 days 00:01:23.305025641
hungarian,ALO,2.0,HARD,31,0 days 00:01:21.657258064
hungarian,ANT,1.0,MEDIUM,21,0 days 00:01:24.370333333
hungarian,ANT,2.0,HARD,48,0 days 00:01:22.439645833
hungarian,BEA,1.0,MEDIUM,30,0 days 00:01:24.187733333
hungarian,BEA,2.0,HARD,18,0 days 00:01:24.117611111
hungarian,BOR,1.0,MEDIUM,40,0 days 00:01:23.425250
hungarian,BOR,2.0,HARD,30,0 days 00:01:21.679666666
hungarian,COL,1.0,MEDIUM,13,0 days 00:01:25.115230769
hungarian,COL,2.0,HARD,22,0 days 00:01:23.890681818
hungarian,COL,3.0,HARD,34,0 days 00:01:22.838470588
hungarian,GAS,1.0,HARD,32,0 days 00:01:24.287500
hungarian,GAS,2.0,MEDIUM,37,0 days 00:01:22.983108108
hungarian,HAD,1.0,MEDIUM,33,0 days 00:01:24.149121212
hungarian,HAD,2.0,HARD,36,0 days 00:01:22.022500
hungarian,HAM,1.0,HARD,42,0 days 00:01:23.839166666
hungarian,HAM,2.0,MEDIUM,27,0 days 00:01:21.846185185
hungarian,HUL,1.0,SOFT,5,0 days 00:01:27.244800
hungarian,HUL,2.0,MEDIUM,36,0 days 00:01:23.520500
hungarian,HUL,3.0,MEDIUM,28,0 days 00:01:22.483464285
hungarian,LAW,1.0,MEDIUM,40,0 days 00:01:23.572450
hungarian,LAW,2.0,HARD,30,0 days 00:01:21.592800
hungarian,LEC,1.0,MEDIUM,19,0 days 00:01:22.558473684
hungarian,LEC,2.0,HARD,21,0 days 00:01:22.297333333
hungarian,LEC,3.0,HARD,30,0 days 00:01:22.064533333
hungarian,NOR,1.0,MEDIUM,31,0 days 00:01:22.642290322
hungarian,NOR,2.0,HARD,39,0 days 00:01:21.008205128
hungarian,OCO,1.0,MEDIUM,14,0 days 00:01:24.857714285
hungarian,OCO,2.0,HARD,55,0 days 00:01:23.245109090
hungarian,PIA,1.0,MEDIUM,18,0 days 00:01:22.717722222
hungarian,PIA,2.0,HARD,27,0 days 00:01:22.088222222
hungarian,PIA,3.0,HARD,25,0 days 00:01:20.665120
hungarian,RUS,1.0,MEDIUM,19,0 days 00:01:22.898368421
hungarian,RUS,2.0,HARD,24,0 days 00:01:22.376333333
hungarian,RUS,3.0,HARD,27,0 days 00:01:21.149851851
hungarian,SAI,1.0,SOFT,15,0 days 00:01:24.614733333
hungarian,SAI,2.0,HARD,36,0 days 00:01:23.480972222
hungarian,SAI,3.0,MEDIUM,18,0 days 00:01:22.223388888
hungarian,STR,1.0,MEDIUM,36,0 days 00:01:23.675500
hungarian,STR,2.0,HARD,34,0 days 00:01:21.679029411
hungarian,TSU,1.0,MEDIUM,20,0 days 00:01:24.782750
hungarian,TSU,2.0,SOFT,17,0 days 00:01:23.789529411
hungarian,TSU,3.0,HARD,32,0 days 00:01:22.753031250
hungarian,VER,1.0,MEDIUM,17,0 days 00:01:24.048470588
hungarian,VER,2.0,HARD,31,0 days 00:01:22.922451612
hungarian,VER,3.0,HARD,22,0 days 00:01:21.566181818
italian,ALB,1.0,HARD,41,0 days 00:01:24.171024390
italian,ALB,2.0,MEDIUM,12,0 days 00:01:23.654166666
italian,ALO,1.0,MEDIUM,20,0 days 00:01:25.052900
italian,ALO,2.0,HARD,4,0 days 00:01:35.111000
italian,ANT,1.0,MEDIUM,28,0 days 00:01:24.704000
italian,ANT,2.0,HARD,25,0 days 00:01:23.495000
italian,BEA,1.0,MEDIUM,18,0 days 00:01:25.345000
italian,BEA,2.0,HARD,35,0 days 00:01:23.925800
italian,BOR,1.0,MEDIUM,20,0 days 00:01:25.035400
italian,BOR,2.0,HARD,33,0 days 00:01:23.700030303
italian,COL,1.0,MEDIUM,33,0 days 00:01:25.137636363
italian,COL,2.0,HARD,19,0 days 00:01:24.327947368
italian,GAS,1.0,HARD,49,0 days 00:01:24.532244897
italian,GAS,2.0,SOFT,3,0 days 00:01:29.360666666
italian,HAD,1.0,HARD,32,0 days 00:01:24.820125
italian,HAD,2.0,MEDIUM,21,0 days 00:01:23.522476190
italian,HAM,1.0,MEDIUM,38,0 days 00:01:24.026789473
italian,HAM,2.0,HARD,15,0 days 00:01:23.250400
italian,LAW,1.0,SOFT,9,0 days 00:01:26.448222222
italian,LAW,2.0,HARD,44,0 days 00:01:24.287318181
italian,LEC,1.0,MEDIUM,33,0 days 00:01:23.920363636
italian,LEC,2.0,HARD,20,0 days 00:01:23.028850
italian,NOR,1.0,MEDIUM,46,0 days 00:01:23.299043478
italian,NOR,2.0,SOFT,7,0 days 00:01:24.539428571
italian,OCO,1.0,HARD,51,0 days 00:01:24.230098039
italian,OCO,2.0,SOFT,1,0 days 00:01:50.725000
italian,PIA,1.0,MEDIUM,45,0 days 00:01:23.378222222
italian,PIA,2.0,SOFT,8,0 days 00:01:24.207000
italian,RUS,1.0,MEDIUM,27,0 days 00:01:24.332518518
italian,RUS,2.0,HARD,26,0 days 00:01:23.085692307
italian,SAI,1.0,MEDIUM,30,0 days 00:01:24.800200
italian,SAI,2.0,HARD,23,0 days 00:01:23.686434782
italian,STR,1.0,HARD,49,0 days 00:01:24.329632653
italian,STR,2.0,SOFT,3,0 days 00:01:33.824666666
italian,TSU,1.0,MEDIUM,19,0 days 00:01:25.263157894
italian,TSU,2.0,HARD,34,0 days 00:01:24.265470588
italian,VER,1.0,MEDIUM,37,0 days 00:01:23.290000
italian,VER,2.0,HARD,16,0 days 00:01:22.662187500
japanese,ALB,1.0,MEDIUM,24,0 days 00:01:34.604250
japanese,ALB,2.0,HARD,29,0 days 00:01:32.994758620
japanese,ALO,1.0,MEDIUM,24,0 days 00:01:34.984041666
japanese,ALO,2.0,HARD,29,0 days 00:01:33.265482758
japanese,ANT,1.0,MEDIUM,31,0 days 00:01:33.897741935
japanese,ANT,2.0,HARD,22,0 days 00:01:32.492000
japanese,BEA,1.0,MEDIUM,23,0 days 00:01:34.877000
japanese,BEA,2.0,HARD,30,0 days 00:01:33.311366666
japanese,BOR,1.0,HARD,31,0 days 00:01:35.257290322
japanese,BOR,2.0,MEDIUM,22,0 days 00:01:33.541090909
japanese,DOO,1.0,SOFT,15,0 days 00:01:36.093000
japanese,DOO,2.0,HARD,38,0 days 00:01:33.865842105
japanese,GAS,1.0,MEDIUM,24,0 days 00:01:35.115708333
japanese,GAS,2.0,HARD,29,0 days 00:01:33.321655172
japanese,HAD,1.0,MEDIUM,25,0 days 00:01:34.412040
japanese,HAD,2.0,HARD,28,0 days 00:01:32.993428571
japanese,HAM,1.0,HARD,30,0 days 00:01:34.097033333
japanese,HAM,2.0,MEDIUM,23,0 days 00:01:32.750173913
japanese,HUL,1.0,MEDIUM,22,0 days 00:01:35.423090909
japanese,HUL,2.0,HARD,31,0 days 00:01:33.859096774
japanese,LAW,1.0,MEDIUM,33,0 days 00:01:35.015848484
japanese,LAW,2.0,SOFT,20,0 days 00:01:33.709700
japanese,LEC,1.0,MEDIUM,21,0 days 00:01:34.030666666
japanese,LEC,2.0,HARD,32,0 days 00:01:32.763625
japanese,NOR,1.0,MEDIUM,21,0 days 00:01:33.735476190
japanese,NOR,2.0,HARD,32,0 days 00:01:32.498781250
japanese,OCO,1.0,HARD,32,0 days 00:01:35.133468750
japanese,OCO,2.0,MEDIUM,21,0 days 00:01:33.626190476
japanese,PIA,1.0,MEDIUM,20,0 days 00:01:33.908550
japanese,PIA,2.0,HARD,33,0 days 00:01:32.452757575
japanese,RUS,1.0,MEDIUM,19,0 days 00:01:34.205000
japanese,RUS,2.0,HARD,34,0 days 00:01:32.777941176
japanese,SAI,1.0,MEDIUM,33,0 days 00:01:35.082000
japanese,SAI,2.0,SOFT,20,0 days 00:01:33.170300
japanese,STR,1.0,SOFT,9,0 days 00:01:36.985333333
japanese,STR,2.0,HARD,21,0 days 00:01:35.431333333
japanese,STR,3.0,MEDIUM,22,0 days 00:01:33.772090909
japanese,TSU,1.0,MEDIUM,23,0 days 00:01:35.152391304
japanese,TSU,2.0,HARD,30,0 days 00:01:33.229300
japanese,VER,1.0,MEDIUM,21,0 days 00:01:33.672190476
japanese,VER,2.0,HARD,32,0 days 00:01:32.495843750
las_vegas,ALB,1.0,HARD,13,0 days 00:01:43.385538461
las_vegas,ALB,2.0,MEDIUM,1,0 days 00:02:02.604000
las_vegas,ALB,3.0,HARD,20,0 days 00:01:38.510300
las_vegas,ALB,4.0,MEDIUM,1,0 days 00:02:11.179000
las_vegas,ALO,1.0,MEDIUM,16,0 days 00:01:43.325937500
las_vegas,ALO,2.0,HARD,34,0 days 00:01:37.074176470
las_vegas,ANT,1.0,SOFT,2,0 days 00:01:56.810500
las_vegas,ANT,2.0,HARD,48,0 days 00:01:37.089500
las_vegas,BEA,1.0,MEDIUM,17,0 days 00:01:42.973000
las_vegas,BEA,2.0,HARD,33,0 days 00:01:36.619303030
las_vegas,BOR,1.0,HARD,1,0 days 00:02:10.427000
las_vegas,COL,1.0,HARD,25,0 days 00:01:41.916920
las_vegas,COL,2.0,MEDIUM,24,0 days 00:01:37.123541666
las_vegas,GAS,1.0,MEDIUM,2,0 days 00:02:02.009000
las_vegas,GAS,2.0,HARD,48,0 days 00:01:38.252354166
las_vegas,HAD,1.0,MEDIUM,20,0 days 00:01:41.777950
las_vegas,HAD,2.0,HARD,30,0 days 00:01:35.937566666
las_vegas,HAM,1.0,HARD,29,0 days 00:01:40.197000
las_vegas,HAM,2.0,MEDIUM,21,0 days 00:01:36.289761904
las_vegas,HUL,1.0,HARD,30,0 days 00:01:40.052966666
las_vegas,HUL,2.0,MEDIUM,20,0 days 00:01:35.898700
las_vegas,LAW,1.0,MEDIUM,2,0 days 00:02:01.760500
las_vegas,LAW,2.0,HARD,26,0 days 00:01:39.996269230
las_vegas,LAW,3.0,HARD,21,0 days 00:01:36.585523809
las_vegas,LEC,1.0,MEDIUM,24,0 days 00:01:40.694583333
las_vegas,LEC,2.0,HARD,26,0 days 00:01:35.478346153
las_vegas,NOR,1.0,MEDIUM,22,0 days 00:01:40.383181818
las_vegas,NOR,2.0,HARD,28,0 days 00:01:35.740714285
las_vegas,OCO,1.0,MEDIUM,27,0 days 00:01:40.784000
las_vegas,OCO,2.0,HARD,23,0 days 00:01:35.995478260
las_vegas,PIA,1.0,MEDIUM,21,0 days 00:01:41.295142857
las_vegas,PIA,2.0,HARD,29,0 days 00:01:35.478655172
las_vegas,RUS,1.0,MEDIUM,17,0 days 00:01:41.592941176
las_vegas,RUS,2.0,HARD,33,0 days 00:01:35.905909090
las_vegas,SAI,1.0,MEDIUM,22,0 days 00:01:41.045681818
las_vegas,SAI,2.0,HARD,28,0 days 00:01:35.726714285
las_vegas,TSU,1.0,MEDIUM,1,0 days 00:01:57.698000
las_vegas,TSU,2.0,HARD,26,0 days 00:01:40.939846153
las_vegas,TSU,3.0,MEDIUM,23,0 days 00:01:36.229086956
las_vegas,VER,1.0,MEDIUM,25,0 days 00:01:39.668040
las_vegas,VER,2.0,HARD,25,0 days 00:01:35.069120
mexico_city,ALB,1.0,HARD,41,0 days 00:01:24.472024390
mexico_city,ALB,2.0,SOFT,29,0 days 00:01:23.367965517
mexico_city,ALO,1.0,SOFT,20,0 days 00:01:24.803450
mexico_city,ALO,2.0,MEDIUM,14,0 days 00:01:25.045285714
mexico_city,ANT,1.0,SOFT,22,0 days 00:01:23.792272727
mexico_city,ANT,2.0,MEDIUM,25,0 days 00:01:23.414280
mexico_city,ANT,3.0,SOFT,24,0 days 00:01:23.234333333
mexico_city,BEA,1.0,SOFT,24,0 days 00:01:23.599041666
mexico_city,BEA,2.0,MEDIUM,24,0 days 00:01:23.333916666
mexico_city,BEA,3.0,SOFT,23,0 days 00:01:23.179913043
mexico_city,BOR,1.0,MEDIUM,37,0 days 00:01:24.333405405
mexico_city,BOR,2.0,SOFT,34,0 days 00:01:23.385323529
mexico_city,COL,1.0,HARD,48,0 days 00:01:24.840479166
mexico_city,COL,2.0,SOFT,22,0 days 00:01:24.118500
mexico_city,GAS,1.0,MEDIUM,33,0 days 00:01:25.138969696
mexico_city,GAS,2.0,SOFT,37,0 days 00:01:24.136972972
mexico_city,HAD,1.0,MEDIUM,34,0 days 00:01:24.329500
mexico_city,HAD,2.0,SOFT,36,0 days 00:01:23.834083333
mexico_city,HAM,1.0,SOFT,23,0 days 00:01:23.565086956
mexico_city,HAM,2.0,MEDIUM,24,0 days 00:01:23.780000
mexico_city,HAM,3.0,SOFT,24,0 days 00:01:23.429291666
mexico_city,HUL,1.0,SOFT,25,0 days 00:01:25.005360
mexico_city,LAW,1.0,SOFT,2,0 days 00:01:32.425000
