Race,Driver,Stint,Compound,Laps,AvgLapTime
mexico_city,LAW,2.0,HARD,3,0 days 00:01:39.024000
mexico_city,LEC,1.0,SOFT,31,0 days 00:01:23.273548387
mexico_city,LEC,2.0,MEDIUM,40,0 days 00:01:23.185450
mexico_city,NOR,1.0,SOFT,34,0 days 00:01:22.731029411
mexico_city,NOR,2.0,MEDIUM,37,0 days 00:01:22.857270270
mexico_city,OCO,1.0,SOFT,27,0 days 00:01:24.222666666
mexico_city,OCO,2.0,MEDIUM,44,0 days 00:01:23.636954545
mexico_city,PIA,1.0,SOFT,24,0 days 00:01:23.879416666
mexico_city,PIA,2.0,MEDIUM,23,0 days 00:01:23.320086956
mexico_city,PIA,3.0,SOFT,24,0 days 00:01:22.965458333
mexico_city,RUS,1.0,SOFT,25,0 days 00:01:23.799400
mexico_city,RUS,2.0,MEDIUM,23,0 days 00:01:23.209695652
mexico_city,RUS,3.0,SOFT,23,0 days 00:01:23.480565217
mexico_city,SAI,1.0,MEDIUM,17,0 days 00:01:24.769529411
mexico_city,SAI,2.0,SOFT,29,0 days 00:01:23.470241379
mexico_city,SAI,3.0,SOFT,10,0 days 00:01:24.082600
mexico_city,SAI,4.0,SOFT,11,0 days 00:01:22.871545454
mexico_city,STR,1.0,SOFT,26,0 days 00:01:24.562769230
mexico_city,STR,2.0,MEDIUM,17,0 days 00:01:23.835117647
mexico_city,STR,3.0,SOFT,27,0 days 00:01:23.769629629
mexico_city,TSU,1.0,MEDIUM,36,0 days 00:01:24.142972222
mexico_city,TSU,2.0,SOFT,35,0 days 00:01:23.670714285
mexico_city,VER,1.0,MEDIUM,37,0 days 00:01:23.630621621
mexico_city,VER,2.0,SOFT,34,0 days 00:01:22.802647058
miami,ALB,1.0,MEDIUM,8,0 days 00:01:38.865500
miami,ALB,2.0,HARD,25,0 days 00:01:32.081800
miami,ALO,1.0,HARD,9,0 days 00:01:39.661555555
miami,ALO,2.0,MEDIUM,24,0 days 00:01:33.135791666
miami,ANT,1.0,MEDIUM,8,0 days 00:01:39.403750
miami,ANT,2.0,HARD,25,0 days 00:01:32.300920
miami,BEA,1.0,HARD,4,0 days 00:01:33.369500
miami,BOR,1.0,MEDIUM,19,0 days 00:01:37.088210526
miami,BOR,2.0,HARD,11,0 days 00:01:39.889363636
miami,GAS,1.0,HARD,9,0 days 00:01:37.903666666
miami,GAS,2.0,MEDIUM,25,0 days 00:01:32.927720
miami,HAD,1.0,MEDIUM,22,0 days 00:01:36.409772727
miami,HAD,2.0,HARD,35,0 days 00:01:33.862114285
miami,HAM,1.0,HARD,9,0 days 00:01:37.616555555
miami,HAM,2.0,MEDIUM,25,0 days 00:01:32.240360
miami,HUL,1.0,HARD,13,0 days 00:01:38.331230769
miami,HUL,2.0,MEDIUM,20,0 days 00:01:32.035500
miami,LAW,1.0,HARD,8,0 days 00:01:39.729125
miami,LAW,2.0,MEDIUM,5,0 days 00:01:41.266400
miami,LEC,1.0,MEDIUM,8,0 days 00:01:39.113000
miami,LEC,2.0,HARD,25,0 days 00:01:32.155080
miami,NOR,1.0,MEDIUM,8,0 days 00:01:37.261500
miami,NOR,2.0,HARD,25,0 days 00:01:31.324400
miami,OCO,1.0,MEDIUM,23,0 days 00:01:36.223826086
miami,OCO,2.0,HARD,34,0 days 00:01:34.130735294
miami,PIA,1.0,MEDIUM,8,0 days 00:01:37.413625
miami,PIA,2.0,HARD,25,0 days 00:01:31.436120
miami,RUS,1.0,HARD,8,0 days 00:01:38.085375
miami,RUS,2.0,MEDIUM,25,0 days 00:01:31.956000
miami,SAI,1.0,MEDIUM,8,0 days 00:01:39.201500
miami,SAI,2.0,HARD,25,0 days 00:01:32.324360
miami,STR,1.0,MEDIUM,20,0 days 00:01:37.115200
miami,STR,2.0,HARD,36,0 days 00:01:34.845694444
miami,TSU,1.0,MEDIUM,8,0 days 00:01:39.578375
miami,TSU,2.0,HARD,25,0 days 00:01:32.379720
miami,VER,1.0,MEDIUM,8,0 days 00:01:38.873750
miami,VER,2.0,HARD,25,0 days 00:01:31.933800
monaco,ALB,1.0,MEDIUM,32,0 days 00:01:22.339531250
monaco,ALB,2.0,MEDIUM,8,0 days 00:01:19.271875
monaco,ALB,3.0,HARD,36,0 days 00:01:17.129777777
monaco,ALO,1.0,HARD,16,0 days 00:01:25.286625
monaco,ALO,2.0,HARD,20,0 days 00:01:17.125800
monaco,ANT,1.0,HARD,69,0 days 00:01:20.727898550
monaco,ANT,2.0,MEDIUM,2,0 days 00:01:25.507500
monaco,ANT,3.0,HARD,4,0 days 00:01:15.253000
monaco,BEA,1.0,MEDIUM,1,0 days 00:02:19.932000
monaco,BEA,2.0,HARD,16,0 days 00:01:23.631937500
monaco,BEA,3.0,MEDIUM,59,0 days 00:01:18.143949152
monaco,BOR,1.0,MEDIUM,1,0 days 00:02:25.564000
monaco,BOR,2.0,HARD,25,0 days 00:01:21.520560
monaco,BOR,3.0,SOFT,9,0 days 00:01:19.813888888
monaco,BOR,4.0,MEDIUM,41,0 days 00:01:18.057658536
monaco,COL,1.0,HARD,13,0 days 00:01:28.923692307
monaco,COL,2.0,MEDIUM,13,0 days 00:01:19.131769230
monaco,COL,3.0,MEDIUM,50,0 days 00:01:18.124720
monaco,GAS,1.0,MEDIUM,1,0 days 00:01:52.223000
monaco,GAS,2.0,MEDIUM,6,0 days 00:01:30.897666666
monaco,HAD,1.0,MEDIUM,14,0 days 00:01:26.397571428
monaco,HAD,2.0,SOFT,5,0 days 00:01:20.527800
monaco,HAD,3.0,HARD,58,0 days 00:01:17.357241379
monaco,HAM,1.0,HARD,18,0 days 00:01:24.164111111
monaco,HAM,2.0,HARD,38,0 days 00:01:16.207631578
monaco,HAM,3.0,MEDIUM,22,0 days 00:01:16.108454545
monaco,HUL,1.0,MEDIUM,12,0 days 00:01:29.557666666
monaco,HUL,2.0,HARD,32,0 days 00:01:19.105812500
monaco,HUL,3.0,SOFT,32,0 days 00:01:18.103406250
monaco,LAW,1.0,MEDIUM,31,0 days 00:01:22.479000
monaco,LAW,2.0,SOFT,9,0 days 00:01:18.916111111
monaco,LAW,3.0,HARD,37,0 days 00:01:16.580945945
monaco,LEC,1.0,MEDIUM,22,0 days 00:01:22.031727272
monaco,LEC,2.0,HARD,27,0 days 00:01:15.629481481
monaco,LEC,3.0,MEDIUM,29,0 days 00:01:15.526896551
monaco,NOR,1.0,MEDIUM,19,0 days 00:01:22.913947368
monaco,NOR,2.0,HARD,31,0 days 00:01:15.533096774
monaco,NOR,3.0,HARD,28,0 days 00:01:15.605428571
monaco,OCO,1.0,MEDIUM,16,0 days 00:01:25.607750
monaco,OCO,2.0,MEDIUM,12,0 days 00:01:18.738333333
monaco,OCO,3.0,HARD,49,0 days 00:01:17.250775510
monaco,PIA,1.0,MEDIUM,20,0 days 00:01:22.912200
monaco,PIA,2.0,HARD,28,0 days 00:01:15.782678571
monaco,PIA,3.0,HARD,30,0 days 00:01:15.244733333
monaco,RUS,1.0,HARD,53,0 days 00:01:21.072962264
monaco,RUS,2.0,MEDIUM,15,0 days 00:01:18.347733333
monaco,RUS,3.0,HARD,8,0 days 00:01:14.450500
monaco,SAI,1.0,HARD,48,0 days 00:01:21.264250
monaco,SAI,2.0,MEDIUM,5,0 days 00:01:18.965000
monaco,SAI,3.0,MEDIUM,23,0 days 00:01:16.242000
monaco,STR,1.0,HARD,17,0 days 00:01:26.833470588
monaco,STR,2.0,HARD,47,0 days 00:01:19.019914893
monaco,STR,3.0,MEDIUM,12,0 days 00:01:16.177750
monaco,TSU,1.0,SOFT,1,0 days 00:01:50.476000
monaco,TSU,2.0,HARD,72,0 days 00:01:20.068750
monaco,TSU,3.0,MEDIUM,3,0 days 00:01:16.755333333
monaco,VER,1.0,HARD,28,0 days 00:01:20.851642857
monaco,VER,2.0,MEDIUM,49,0 days 00:01:15.771408163
monaco,VER,3.0,SOFT,1,0 days 00:01:17.770000
qatar,ALB,1.0,HARD,7,0 days 00:01:33.047142857
qatar,ALB,2.0,MEDIUM,25,0 days 00:01:33.531440
qatar,ALB,3.0,MEDIUM,25,0 days 00:01:26.222240
qatar,ALO,1.0,MEDIUM,7,0 days 00:01:31.102000
qatar,ALO,2.0,MEDIUM,25,0 days 00:01:33.493120
qatar,ALO,3.0,HARD,25,0 days 00:01:26.289760
qatar,ANT,1.0,MEDIUM,7,0 days 00:01:30.376857142
qatar,ANT,2.0,MEDIUM,25,0 days 00:01:33.454600
qatar,ANT,3.0,HARD,25,0 days 00:01:25.502200
qatar,BEA,1.0,MEDIUM,7,0 days 00:01:32.398285714
qatar,BEA,2.0,MEDIUM,25,0 days 00:01:33.535320
qatar,BEA,3.0,HARD,8,0 days 00:01:30.948375
qatar,BEA,4.0,HARD,1,0 days 00:02:01.134000
qatar,BOR,1.0,MEDIUM,7,0 days 00:01:33.378428571
qatar,BOR,2.0,MEDIUM,25,0 days 00:01:33.608760
qatar,BOR,3.0,SOFT,25,0 days 00:01:26.767400
qatar,COL,1.0,HARD,7,0 days 00:01:33.533857142
qatar,COL,2.0,MEDIUM,25,0 days 00:01:33.611280
qatar,COL,3.0,MEDIUM,24,0 days 00:01:26.937708333
qatar,GAS,1.0,MEDIUM,7,0 days 00:01:36.865000
qatar,GAS,2.0,HARD,25,0 days 00:01:32.894560
qatar,GAS,3.0,MEDIUM,24,0 days 00:01:26.781791666
qatar,HAD,1.0,MEDIUM,7,0 days 00:01:31.510857142
qatar,HAD,2.0,MEDIUM,25,0 days 00:01:33.520880
qatar,HAD,3.0,HARD,22,0 days 00:01:26.127227272
qatar,HAM,1.0,SOFT,7,0 days 00:01:32.704857142
qatar,HAM,2.0,MEDIUM,25,0 days 00:01:33.682680
qatar,HAM,3.0,MEDIUM,25,0 days 00:01:26.598800
qatar,HUL,1.0,SOFT,6,0 days 00:01:29.414666666
qatar,LAW,1.0,MEDIUM,7,0 days 00:01:32.597714285
qatar,LAW,2.0,MEDIUM,25,0 days 00:01:33.543280
qatar,LAW,3.0,HARD,25,0 days 00:01:26.061920
qatar,LEC,1.0,MEDIUM,7,0 days 00:01:32.105714285
qatar,LEC,2.0,MEDIUM,25,0 days 00:01:33.566960
qatar,LEC,3.0,HARD,25,0 days 00:01:26.044480
qatar,NOR,1.0,MEDIUM,25,0 days 00:01:33.793600
qatar,NOR,2.0,MEDIUM,19,0 days 00:01:26.523526315
qatar,NOR,3.0,HARD,13,0 days 00:01:25.597615384
qatar,OCO,1.0,MEDIUM,8,0 days 00:01:36.661000
qatar,OCO,3.0,MEDIUM,25,0 days 00:01:29.466280
qatar,OCO,4.0,HARD,22,0 days 00:01:26.900590909
qatar,PIA,1.0,MEDIUM,24,0 days 00:01:33.976625
qatar,PIA,2.0,MEDIUM,18,0 days 00:01:26.426555555
qatar,PIA,3.0,HARD,15,0 days 00:01:25.007933333
qatar,RUS,1.0,MEDIUM,7,0 days 00:01:31.195857142
qatar,RUS,2.0,MEDIUM,25,0 days 00:01:33.702320
qatar,RUS,3.0,HARD,25,0 days 00:01:25.836440
qatar,SAI,1.0,MEDIUM,7,0 days 00:01:30.733142857
qatar,SAI,2.0,MEDIUM,25,0 days 00:01:33.188640
qatar,SAI,3.0,HARD,25,0 days 00:01:25.442320
qatar,STR,1.0,MEDIUM,7,0 days 00:01:33.450571428
qatar,STR,2.0,MEDIUM,17,0 days 00:01:36.477235294
qatar,STR,3.0,MEDIUM,25,0 days 00:01:26.961720
qatar,STR,4.0,SOFT,6,0 days 00:01:31.148833333
qatar,TSU,1.0,MEDIUM,7,0 days 00:01:32.875428571
qatar,TSU,2.0,MEDIUM,25,0 days 00:01:33.519880
qatar,TSU,3.0,HARD,25,0 days 00:01:26.075440
qatar,VER,1.0,MEDIUM,7,0 days 00:01:29.614428571
qatar,VER,2.0,MEDIUM,25,0 days 00:01:32.762160
qatar,VER,3.0,HARD,25,0 days 00:01:25.275440
saudi_arabian,ALB,1.0,MEDIUM,20,0 days 00:01:37.668450
saudi_arabian,ALB,2.0,HARD,28,0 days 00:01:34.682535714
saudi_arabian,ALO,1.0,MEDIUM,17,0 days 00:01:38.454588235
saudi_arabian,ALO,2.0,HARD,31,0 days 00:01:34.863290322
saudi_arabian,ANT,1.0,MEDIUM,17,0 days 00:01:37.036470588
saudi_arabian,ANT,2.0,HARD,31,0 days 00:01:34.076225806
saudi_arabian,BEA,1.0,MEDIUM,16,0 days 00:01:39.114812500
saudi_arabian,BEA,2.0,HARD,32,0 days 00:01:34.900656250
saudi_arabian,BOR,1.0,MEDIUM,1,0 days 00:02:29.952000
saudi_arabian,BOR,2.0,HARD,46,0 days 00:01:36.003043478
saudi_arabian,DOO,1.0,MEDIUM,1,0 days 00:02:28.383000
saudi_arabian,DOO,2.0,HARD,29,0 days 00:01:36.302655172
saudi_arabian,DOO,3.0,HARD,17,0 days 00:01:35.543647058
saudi_arabian,HAD,1.0,HARD,32,0 days 00:01:36.644500
saudi_arabian,HAD,2.0,MEDIUM,16,0 days 00:01:34.714062500
saudi_arabian,HAM,1.0,MEDIUM,21,0 days 00:01:36.925619047
saudi_arabian,HAM,2.0,HARD,27,0 days 00:01:33.986333333
saudi_arabian,HUL,1.0,HARD,31,0 days 00:01:37.638870967
saudi_arabian,HUL,2.0,MEDIUM,16,0 days 00:01:35.201187500
saudi_arabian,LAW,1.0,MEDIUM,18,0 days 00:01:38.380222222
saudi_arabian,LAW,2.0,HARD,30,0 days 00:01:34.675933333
saudi_arabian,LEC,1.0,MEDIUM,27,0 days 00:01:35.493333333
saudi_arabian,LEC,2.0,HARD,21,0 days 00:01:33.330523809
saudi_arabian,NOR,1.0,HARD,32,0 days 00:01:35.437843750
saudi_arabian,NOR,2.0,MEDIUM,16,0 days 00:01:33.267000
saudi_arabian,OCO,1.0,MEDIUM,1,0 days 00:02:29.408000
saudi_arabian,OCO,2.0,HARD,47,0 days 00:01:35.682127659
saudi_arabian,PIA,1.0,MEDIUM,17,0 days 00:01:35.918882352
saudi_arabian,PIA,2.0,HARD,31,0 days 00:01:33.447290322
saudi_arabian,RUS,1.0,MEDIUM,18,0 days 00:01:36.275000
saudi_arabian,RUS,2.0,HARD,30,0 days 00:01:34.127533333
saudi_arabian,SAI,1.0,MEDIUM,19,0 days 00:01:37.417789473
saudi_arabian,SAI,2.0,HARD,29,0 days 00:01:34.776344827
saudi_arabian,STR,1.0,HARD,37,0 days 00:01:37.194351351
saudi_arabian,STR,2.0,MEDIUM,10,0 days 00:01:35.374500
saudi_arabian,TSU,1.0,MEDIUM,1,0 days 00:02:45.662000
saudi_arabian,VER,1.0,MEDIUM,19,0 days 00:01:35.514526315
saudi_arabian,VER,2.0,HARD,29,0 days 00:01:33.599000
singapore,ALB,1.0,MEDIUM,42,0 days 00:01:39.532380952
singapore,ALB,2.0,SOFT,19,0 days 00:01:38.280368421
singapore,ALO,1.0,SOFT,27,0 days 00:01:39.107444444
singapore,ALO,2.0,MEDIUM,35,0 days 00:01:37.918085714
singapore,ANT,1.0,MEDIUM,25,0 days 00:01:38.450400
singapore,ANT,2.0,HARD,37,0 days 00:01:37.156432432
singapore,BEA,1.0,MEDIUM,23,0 days 00:01:39.444652173
singapore,BEA,2.0,HARD,39,0 days 00:01:38.170948717
singapore,BOR,1.0,MEDIUM,13,0 days 00:01:40.932076923
singapore,BOR,2.0,HARD,48,0 days 00:01:39.104229166
singapore,COL,1.0,SOFT,14,0 days 00:01:40.545857142
singapore,COL,2.0,MEDIUM,47,0 days 00:01:39.098191489
singapore,GAS,1.0,MEDIUM,24,0 days 00:01:40.173000
singapore,GAS,2.0,HARD,27,0 days 00:01:39.412740740
singapore,GAS,3.0,SOFT,10,0 days 00:01:38.153200
singapore,HAD,1.0,SOFT,20,0 days 00:01:39.639700
singapore,HAD,2.0,HARD,41,0 days 00:01:38.705073170
singapore,HAM,1.0,MEDIUM,24,0 days 00:01:38.736458333
singapore,HAM,2.0,HARD,22,0 days 00:01:37.325500
singapore,HAM,3.0,SOFT,16,0 days 00:01:39.486375
singapore,HUL,1.0,MEDIUM,25,0 days 00:01:39.552240
singapore,HUL,2.0,HARD,19,0 days 00:01:40.818368421
singapore,HUL,3.0,SOFT,17,0 days 00:01:38.061882352
singapore,LAW,1.0,MEDIUM,48,0 days 00:01:39.322104166
singapore,LAW,2.0,SOFT,13,0 days 00:01:38.619307692
singapore,LEC,1.0,MEDIUM,21,0 days 00:01:38.679619047
singapore,LEC,2.0,HARD,41,0 days 00:01:37.465634146
singapore,NOR,1.0,MEDIUM,26,0 days 00:01:37.914730769
singapore,NOR,2.0,HARD,36,0 days 00:01:36.740277777
singapore,OCO,1.0,MEDIUM,30,0 days 00:01:39.603533333
singapore,OCO,2.0,HARD,31,0 days 00:01:39.399806451
singapore,PIA,1.0,MEDIUM,27,0 days 00:01:38.044666666
singapore,PIA,2.0,HARD,35,0 days 00:01:36.665914285
singapore,RUS,1.0,MEDIUM,25,0 days 00:01:37.610880
singapore,RUS,2.0,HARD,37,0 days 00:01:36.813378378
singapore,SAI,1.0,MEDIUM,50,0 days 00:01:39.289520
singapore,SAI,2.0,SOFT,11,0 days 00:01:37.149545454
singapore,STR,1.0,SOFT,38,0 days 00:01:39.475921052
singapore,STR,2.0,MEDIUM,23,0 days 00:01:38.555304347
singapore,TSU,1.0,SOFT,13,0 days 00:01:41.153769230
singapore,TSU,2.0,HARD,48,0 days 00:01:38.471604166
singapore,VER,1.0,SOFT,19,0 days 00:01:38.234368421
singapore,VER,2.0,HARD,43,0 days 00:01:36.775441860
spanish,ALB,1.0,SOFT,6,0 days 00:01:24.603333333
spanish,ALB,2.0,SOFT,20,0 days 00:01:23.665450
spanish,ALB,3.0,SOFT,1,0 days 00:02:02.219000
spanish,ALO,1.0,SOFT,15,0 days 00:01:23.799266666
spanish,ALO,2.0,MEDIUM,27,0 days 00:01:22.427888888
spanish,ALO,3.0,SOFT,12,0 days 00:01:23.289916666
spanish,ALO,4.0,SOFT,12,0 days 00:01:33.076500
spanish,ANT,1.0,SOFT,21,0 days 00:01:22.432523809
spanish,ANT,2.0,MEDIUM,28,0 days 00:01:21.533178571
spanish,ANT,3.0,SOFT,4,0 days 00:01:23.980000
spanish,BEA,1.0,SOFT,8,0 days 00:01:24.083750
spanish,BEA,2.0,MEDIUM,27,0 days 00:01:22.859777777
spanish,BEA,3.0,MEDIUM,19,0 days 00:01:22.936157894
spanish,BEA,4.0,SOFT,12,0 days 00:01:33.230750
spanish,BOR,1.0,SOFT,19,0 days 00:01:23.587000
spanish,BOR,2.0,MEDIUM,30,0 days 00:01:22.401466666
spanish,BOR,3.0,SOFT,17,0 days 00:01:30.774941176
spanish,COL,1.0,SOFT,14,0 days 00:01:23.937785714
spanish,COL,2.0,MEDIUM,25,0 days 00:01:23.741600
spanish,COL,3.0,SOFT,15,0 days 00:01:23.672400
spanish,COL,4.0,SOFT,12,0 days 00:01:30.416750
spanish,GAS,1.0,SOFT,10,0 days 00:01:22.963800
spanish,GAS,2.0,SOFT,21,0 days 00:01:23.191714285
spanish,GAS,3.0,MEDIUM,24,0 days 00:01:23.793333333
spanish,GAS,4.0,SOFT,11,0 days 00:01:31.595727272
spanish,HAD,1.0,SOFT,19,0 days 00:01:22.727000
spanish,HAD,2.0,MEDIUM,29,0 days 00:01:21.777448275
spanish,HAD,3.0,SOFT,7,0 days 00:01:27.924000
spanish,HAD,4.0,SOFT,11,0 days 00:01:34.051818181
spanish,HAM,1.0,SOFT,16,0 days 00:01:22.143750
spanish,HAM,2.0,MEDIUM,30,0 days 00:01:21.401133333
spanish,HAM,3.0,SOFT,9,0 days 00:01:24.068222222
spanish,HAM,4.0,SOFT,11,0 days 00:01:38.175909090
spanish,HUL,1.0,SOFT,9,0 days 00:01:23.276222222
spanish,HUL,2.0,MEDIUM,36,0 days 00:01:22.305000
spanish,HUL,3.0,SOFT,11,0 days 00:01:27.123272727
spanish,HUL,4.0,SOFT,10,0 days 00:01:32.020100
spanish,LAW,1.0,SOFT,18,0 days 00:01:23.190666666
spanish,LAW,2.0,MEDIUM,26,0 days 00:01:22.371769230
spanish,LAW,3.0,SOFT,22,0 days 00:01:29.264045454
spanish,LEC,1.0,SOFT,17,0 days 00:01:21.837470588
spanish,LEC,2.0,MEDIUM,23,0 days 00:01:21.310260869
spanish,LEC,3.0,MEDIUM,15,0 days 00:01:22.365733333
spanish,LEC,4.0,SOFT,11,0 days 00:01:39.179181818
spanish,NOR,1.0,SOFT,21,0 days 00:01:21.298857142
spanish,NOR,2.0,MEDIUM,27,0 days 00:01:20.812592592
spanish,NOR,3.0,SOFT,7,0 days 00:01:22.958428571
spanish,NOR,4.0,SOFT,11,0 days 00:01:40.901909090
spanish,OCO,1.0,SOFT,20,0 days 00:01:23.725100
spanish,OCO,2.0,MEDIUM,23,0 days 00:01:22.596086956
spanish,OCO,3.0,MEDIUM,23,0 days 00:01:28.493913043
spanish,PIA,1.0,SOFT,22,0 days 00:01:21.044863636
spanish,PIA,2.0,MEDIUM,27,0 days 00:01:20.716444444
spanish,PIA,3.0,SOFT,6,0 days 00:01:23.687166666
spanish,PIA,4.0,SOFT,11,0 days 00:01:41.174636363
spanish,RUS,1.0,SOFT,20,0 days 00:01:22.204500
spanish,RUS,2.0,MEDIUM,21,0 days 00:01:21.372857142
spanish,RUS,3.0,SOFT,14,0 days 00:01:22.008142857
spanish,RUS,4.0,SOFT,11,0 days 00:01:38.881818181
spanish,SAI,1.0,SOFT,9,0 days 00:01:24.318333333
spanish,SAI,2.0,SOFT,25,0 days 00:01:23.065040
spanish,SAI,3.0,MEDIUM,21,0 days 00:01:24.792476190
spanish,SAI,4.0,SOFT,11,0 days 00:01:30.050090909
spanish,TSU,1.0,MEDIUM,8,0 days 00:01:24.720250
spanish,TSU,2.0,SOFT,16,0 days 00:01:23.156937500
spanish,TSU,3.0,SOFT,20,0 days 00:01:22.353600
spanish,TSU,4.0,SOFT,10,0 days 00:01:23.430300
spanish,TSU,5.0,SOFT,12,0 days 00:01:33.045750
spanish,VER,1.0,SOFT,13,0 days 00:01:21.541538461
spanish,VER,2.0,SOFT,16,0 days 00:01:21.383437500
spanish,VER,3.0,MEDIUM,18,0 days 00:01:20.609555555
spanish,VER,4.0,SOFT,8,0 days 00:01:22.579750
spanish,VER,5.0,HARD,11,0 days 00:01:41.401454545
são_paulo,ALB,1.0,MEDIUM,35,0 days 00:01:21.803428571
são_paulo,ALB,2.0,SOFT,20,0 days 00:01:15.728450
são_paulo,ALB,3.0,MEDIUM,16,0 days 00:01:14.880687500
são_paulo,ALO,1.0,HARD,28,0 days 00:01:23.396107142
são_paulo,ALO,2.0,MEDIUM,18,0 days 00:01:16.164000
são_paulo,ALO,3.0,MEDIUM,25,0 days 00:01:14.852760
são_paulo,ANT,1.0,SOFT,21,0 days 00:01:25.048523809
são_paulo,ANT,2.0,MEDIUM,26,0 days 00:01:15.379961538
são_paulo,ANT,3.0,MEDIUM,24,0 days 00:01:14.420250
são_paulo,BEA,1.0,SOFT,17,0 days 00:01:27.813000
são_paulo,BEA,2.0,MEDIUM,25,0 days 00:01:15.625600
são_paulo,BEA,3.0,MEDIUM,29,0 days 00:01:14.750517241
são_paulo,COL,1.0,MEDIUM,29,0 days 00:01:23.217241379
são_paulo,COL,2.0,SOFT,14,0 days 00:01:16.477000
são_paulo,COL,3.0,MEDIUM,28,0 days 00:01:14.835535714
são_paulo,GAS,1.0,SOFT,18,0 days 00:01:27.244444444
são_paulo,GAS,2.0,MEDIUM,21,0 days 00:01:16.016333333
são_paulo,GAS,3.0,MEDIUM,32,0 days 00:01:15.273968750
são_paulo,HAD,1.0,SOFT,18,0 days 00:01:27.078166666
são_paulo,HAD,2.0,MEDIUM,19,0 days 00:01:16.237947368
são_paulo,HAD,3.0,MEDIUM,34,0 days 00:01:15.251205882
são_paulo,HAM,1.0,SOFT,2,0 days 00:01:46.352500
são_paulo,HAM,2.0,HARD,12,0 days 00:01:28.337583333
são_paulo,HAM,3.0,MEDIUM,18,0 days 00:01:16.731777777
são_paulo,HAM,4.0,MEDIUM,5,0 days 00:01:21.672200
são_paulo,HUL,1.0,MEDIUM,36,0 days 00:01:21.546083333
são_paulo,HUL,2.0,SOFT,35,0 days 00:01:15.407457142
são_paulo,LAW,1.0,SOFT,19,0 days 00:01:26.619526315
são_paulo,LAW,2.0,MEDIUM,52,0 days 00:01:15.547442307
são_paulo,LEC,1.0,MEDIUM,5,0 days 00:01:45.684000
são_paulo,NOR,1.0,MEDIUM,30,0 days 00:01:21.719066666
são_paulo,NOR,2.0,SOFT,20,0 days 00:01:15.433150
são_paulo,NOR,3.0,MEDIUM,21,0 days 00:01:14.350523809
são_paulo,OCO,1.0,HARD,8,0 days 00:01:42.237000
são_paulo,OCO,2.0,MEDIUM,39,0 days 00:01:15.867051282
são_paulo,OCO,3.0,MEDIUM,24,0 days 00:01:14.982541666
são_paulo,PIA,1.0,MEDIUM,38,0 days 00:01:20.563394736
são_paulo,PIA,2.0,SOFT,13,0 days 00:01:16.238923076
são_paulo,PIA,3.0,MEDIUM,20,0 days 00:01:14.241500
são_paulo,RUS,1.0,MEDIUM,34,0 days 00:01:21.405000
são_paulo,RUS,2.0,SOFT,14,0 days 00:01:15.422214285
são_paulo,RUS,3.0,MEDIUM,23,0 days 00:01:14.486173913
são_paulo,SAI,1.0,SOFT,17,0 days 00:01:28.022411764
são_paulo,SAI,2.0,MEDIUM,21,0 days 00:01:16.136952380
são_paulo,SAI,3.0,MEDIUM,33,0 days 00:01:15.204818181
são_paulo,STR,1.0,HARD,29,0 days 00:01:23.235586206
são_paulo,STR,2.0,MEDIUM,25,0 days 00:01:15.776680
são_paulo,STR,3.0,MEDIUM,17,0 days 00:01:14.799647058
são_paulo,TSU,1.0,HARD,2,0 days 00:01:42.543000
são_paulo,TSU,2.0,MEDIUM,22,0 days 00:01:23.002363636
são_paulo,TSU,3.0,MEDIUM,23,0 days 00:01:16.460956521
são_paulo,TSU,4.0,MEDIUM,24,0 days 00:01:15.043000
são_paulo,VER,1.0,HARD,7,0 days 00:01:42.439428571
são_paulo,VER,2.0,MEDIUM,27,0 days 00:01:16.189925925
são_paulo,VER,3.0,MEDIUM,20,0 days 00:01:14.806650
são_paulo,VER,4.0,SOFT,17,0 days 00:01:14.235823529
united_states,ALB,1.0,HARD,7,0 days 00:01:48.169142857
united_states,ALB,2.0,MEDIUM,29,0 days 00:01:42.033241379
united_states,ALB,3.0,SOFT,20,0 days 00:01:40.200650
united_states,ALO,1.0,MEDIUM,30,0 days 00:01:43.352633333
united_states,ALO,2.0,SOFT,26,0 days 00:01:40.368576923
united_states,ANT,1.0,MEDIUM,31,0 days 00:01:43.591774193
united_states,ANT,2.0,SOFT,25,0 days 00:01:40.182480
united_states,BEA,1.0,MEDIUM,30,0 days 00:01:42.970366666
united_states,BEA,2.0,SOFT,26,0 days 00:01:40.606615384
united_states,BOR,1.0,SOFT,14,0 days 00:01:46.283214285
united_states,BOR,2.0,MEDIUM,22,0 days 00:01:41.857545454
united_states,BOR,3.0,SOFT,19,0 days 00:01:40.783526315
united_states,COL,1.0,MEDIUM,32,0 days 00:01:43.786812500
united_states,COL,2.0,SOFT,23,0 days 00:01:40.925652173
united_states,GAS,1.0,MEDIUM,27,0 days 00:01:43.991962962
united_states,GAS,2.0,SOFT,28,0 days 00:01:41.376178571
united_states,HAD,1.0,HARD,28,0 days 00:01:44.226500
united_states,HAD,2.0,SOFT,28,0 days 00:01:40.522357142
united_states,HAM,1.0,MEDIUM,31,0 days 00:01:42.364161290
united_states,HAM,2.0,SOFT,25,0 days 00:01:39.816320
united_states,HUL,1.0,MEDIUM,33,0 days 00:01:42.766575757
united_states,HUL,2.0,SOFT,23,0 days 00:01:40.265782608
