Race,Driver,FullThrottleRatio,BrakeUsageRatio,AvgBrake,AvgGear,GearChangeRate,AvgSpeed,TopSpeed,DRSUsageRatio
canadian,VER,0.5064762457106955,0.19564061669324828,1.0,5.00476052389928,0.07186699531197138,197.20247287466137,338.0,0.1681890677105988
chinese,ALB,0.4380405552729123,0.21023814715216707,1.0,5.216440148266589,0.06701068391598226,195.99703266702298,339.0,0.06756789495360613
chinese,ALO,0.33303437967115096,0.15635276532137518,1.0,4.523467862481316,0.06487294469357249,172.65692834558672,336.0,0.35994020926756354
chinese,ANT,0.45558544802346157,0.20482803751908674,1.0,4.948374900021814,0.07610460747958021,196.80080893999968,344.0,0.052982379602026224
chinese,BEA,0.4619275825346113,0.20391615838900184,1.0,5.1782360344660665,0.06849646626004453,196.83195023231238,345.0,0.08284925936683125
chinese,BOR,0.46501172791243156,0.20665559030492572,1.0,4.969996090695856,0.06369722439405785,195.09023851968982,337.0,0.03581899921813917
chinese,DOO,0.4779062190795666,0.21948982793155875,1.0,4.999372541448464,0.06933416994473539,196.01318366264312,346.0,0.09875232280329174
chinese,GAS,0.49627677578453655,0.19447802330641653,1.0,4.9382283255161745,0.0668246216333833,196.66301548323878,337.0,0.09254871621294908
chinese,HAD,0.45080958471079363,0.21029897927173571,1.0,4.980840230689414,0.06358437296397287,195.45964368592948,344.0,0.13211553775246737
chinese,HAM,0.4696408557087861,0.23295648360216364,1.0,5.24150869840651,0.0658349982944301,197.65631625247303,351.0,0.03291749914721505
chinese,HUL,0.4540487804878049,0.20478048780487804,1.0,5.101,0.06302439024390244,195.26411448804032,333.0,0.03402439024390244
chinese,LAW,0.43870905494717544,0.19520960972550533,1.0,4.867818032707801,0.07289304838631869,195.44358849566353,337.0,0.06191808577355396
chinese,LEC,0.47908541341653665,0.20578198127925118,1.0,5.095431942277691,0.06854524180967239,197.3074902244693,349.0,0.093725624024961
chinese,NOR,0.44485446858427624,0.17532197756543416,1.0,5.050270045700041,0.06637503360297173,197.94083383952304,341.0,0.03560693076565898
chinese,OCO,0.46020081490104775,0.24396100116414435,1.0,5.168461389212262,0.06412495149398525,197.19211649457785,346.0,0.09361660845944897
chinese,PIA,0.4580242379728241,0.19845758354755785,1.0,4.998408617945893,0.06811115191577917,198.61936196024135,339.0,0.025682458073203573
chinese,RUS,0.4747862203762521,0.21458587832885415,1.0,5.187393110188126,0.06963107744930369,197.9256208894278,346.0,0.05050085511849499
chinese,SAI,0.45053353290521947,0.21230264110858965,1.0,5.275988605089083,0.06421708270967119,195.445103497519,339.0,0.08290280527256047
chinese,STR,0.4793146778792712,0.20057029626407616,1.0,5.199555362234788,0.06746894785172297,196.43250644658613,339.0,0.07145618868106907
chinese,TSU,0.44876419831326475,0.21423000048749574,1.0,4.886023497294398,0.06274070101886609,194.25315056091273,339.0,0.06632379466679666
chinese,VER,0.4695401737772137,0.20672654495753198,1.0,4.997193205115689,0.0648979791076833,198.1886187928982,342.0,0.044005662403592695
dutch,ALB,0.35535395126807084,0.22890884821610372,1.0,4.713875251691138,0.05993077079704079,185.19586209431554,332.0,0.3321418067464537
dutch,ALO,0.3951895472116102,0.22345547844564506,1.0,4.7685421705811875,0.07326446187580532,185.03372980988013,338.0,0.42792232746343556
dutch,ANT,0.3748953785599566,0.217001832289004,1.0,4.630646730155858,0.061913271653810484,185.0789059199848,336.0,0.39457551971407245
dutch,BEA,0.3903751780908659,0.22705171984893371,1.0,4.6730817069585475,0.060245595784617474,185.12881999540056,336.0,0.41434677401117165
dutch,BOR,0.37964655697745275,0.23779538221951385,1.0,4.835533888550342,0.05734985442480872,184.56299326601683,337.0,0.3701898119935902
dutch,COL,0.3568475043495944,0.2225184716542016,1.0,4.620331247034367,0.057007930948776465,184.66872066860196,338.0,0.4237747700928667
dutch,GAS,0.3871215197870132,0.2194621181354632,1.0,4.5795767339019,0.061346509634041785,184.3819578049228,335.0,0.41144352691665537
dutch,HAD,0.3895918690721416,0.21051678475224664,1.0,4.613531928379021,0.05099938882223782,185.23067384214306,326.0,0.29990719152500167
dutch,HAM,0.42857142857142855,0.2670206575501891,1.0,4.960648821646785,0.058335757928425956,183.93520454592135,329.0,0.2679662496363107
dutch,HUL,0.3903777120538234,0.2135100354457815,1.0,4.769850766486804,0.05298805680355812,184.82753759691292,342.0,0.37443839884406116
