Race,Driver,Compound,Stint,StintLength,AvgPace,FirstThreeAvg,LastThreeAvg,PaceDropoff,DegradationRate
bahrain,BOR,HARD,2.0,19,102.22031578947367,105.59500000000001,110.822,5.22699999999999,0.2751052631578942
bahrain,BOR,MEDIUM,3.0,24,99.88012499999998,107.91833333333334,99.14833333333333,-8.77000000000001,-0.3654166666666671
bahrain,DOO,SOFT,1.0,9,100.35133333333334,101.01933333333334,100.93366666666667,-0.08566666666666833,-0.009518518518518704
bahrain,DOO,MEDIUM,2.0,19,100.00899999999997,104.61333333333334,100.39366666666666,-4.219666666666683,-0.22208771929824647
bahrain,DOO,HARD,3.0,29,103.06579310344827,104.09433333333334,98.91166666666668,-5.1826666666666625,-0.17871264367816078
bahrain,GAS,SOFT,1.0,10,99.7072,99.51066666666667,101.24733333333332,1.7366666666666504,0.17366666666666503
bahrain,GAS,MEDIUM,2.0,18,99.65777777777777,104.30533333333334,99.60533333333332,-4.700000000000017,-0.26111111111111207
bahrain,GAS,HARD,3.0,29,102.9146551724138,104.38066666666668,98.921,-5.459666666666678,-0.18826436781609235
bahrain,HAD,SOFT,1.0,6,101.52483333333333,102.49433333333333,100.55533333333334,-1.938999999999993,-0.3231666666666655
bahrain,HAD,MEDIUM,2.0,22,100.27131818181819,104.90866666666666,100.37633333333333,-4.532333333333327,-0.2060151515151512
bahrain,HAD,HARD,3.0,29,102.78037931034486,104.09866666666666,98.52566666666667,-5.572999999999993,-0.1921724137931032
bahrain,HAM,MEDIUM,1.0,17,99.67923529411765,100.51766666666667,100.14866666666667,-0.3689999999999998,-0.02170588235294116
bahrain,HAM,MEDIUM,2.0,15,100.2256,104.00366666666666,103.59266666666667,-0.41099999999998715,-0.027399999999999144
bahrain,HAM,HARD,3.0,24,100.72095833333333,124.47633333333333,98.17533333333334,-26.300999999999988,-1.0958749999999995
bahrain,HUL,MEDIUM,2.0,22,100.38859090909091,104.995,100.86066666666666,-4.134333333333345,-0.18792424242424294
bahrain,HUL,MEDIUM,3.0,30,102.41453333333335,104.63433333333334,98.74833333333333,-5.88600000000001,-0.19620000000000032
bahrain,LAW,MEDIUM,1.0,14,100.8512857142857,102.76199999999999,101.36666666666666,-1.3953333333333262,-0.09966666666666615
bahrain,LAW,HARD,2.0,18,102.06,105.62066666666668,109.45233333333333,3.8316666666666492,0.2128703703703694
bahrain,LAW,SOFT,3.0,24,99.48991666666666,109.863,98.73666666666668,-11.12633333333332,-0.4635972222222217
bahrain,LEC,MEDIUM,1.0,17,99.083,99.28099999999999,99.82566666666666,0.5446666666666715,0.0320392156862748
bahrain,LEC,MEDIUM,2.0,15,99.85853333333333,103.96633333333334,102.26100000000001,-1.7053333333333285,-0.11368888888888856
bahrain,LEC,HARD,3.0,24,100.78145833333333,127.14033333333333,97.84166666666665,-29.298666666666676,-1.2207777777777782
bahrain,NOR,SOFT,1.0,10,99.0236,98.91699999999999,99.86933333333333,0.9523333333333426,0.09523333333333425
bahrain,NOR,MEDIUM,2.0,22,99.75959090909092,106.05700000000002,102.45566666666667,-3.6013333333333435,-0.16369696969697015
bahrain,NOR,MEDIUM,3.0,24,100.589875,126.894,97.73200000000001,-29.161999999999992,-1.215083333333333
bahrain,OCO,SOFT,1.0,8,100.392,101.255,100.455,-0.7999999999999972,-0.09999999999999964
bahrain,OCO,MEDIUM,2.0,19,99.75705263157894,104.48033333333335,100.416,-4.064333333333352,-0.21391228070175536
bahrain,OCO,HARD,3.0,30,102.83863333333332,104.24366666666667,98.74233333333332,-5.501333333333349,-0.1833777777777783
